Distination,appid,len,path,time,state,seq,data_cnt
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 6, 55.172999978)",348,0,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 6, 55.172999978)",349,0,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 6, 55.062999963)",350,1,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 6, 55.062999963)",349,1,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 6, 55.172999978)",349,1,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 6, 55.172999978)",348,1,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 6, 55.062999963)",350,2,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 6, 55.062999963)",349,2,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 6, 55.172999978)",349,2,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 6, 55.172999978)",348,2,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 6, 49.674999952)",349,4,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 6, 49.674999952)",348,4,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 6, 55.062999963)",350,3,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 6, 55.062999963)",349,3,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 6, 55.172999978)",349,3,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 6, 55.172999978)",348,3,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 6, 57.029999971)",349,0,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 6, 57.029999971)",349,1,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 6, 57.029999971)",349,2,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 6, 57.029999971)",349,3,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 6, 59.674999952)",349,0,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 6, 59.674999952)",350,0,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 6, 59.674999952)",350,1,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 6, 59.674999952)",349,1,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 6, 59.674999952)",350,2,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 6, 59.674999952)",349,2,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 6, 59.674999952)",350,3,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 6, 59.674999952)",349,3,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 6, 55.062999963)",350,4,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 6, 55.062999963)",349,4,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 6, 55.172999978)",349,4,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 6, 55.172999978)",348,4,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 6, 57.029999971)",349,4,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 5.172999978)",349,0,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 7, 5.172999978)",350,0,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 7, 5.172999978)",350,1,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 5.172999978)",349,1,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 7, 5.172999978)",350,2,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 5.172999978)",349,2,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 6, 59.674999952)",350,4,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 6, 59.674999952)",349,4,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 6, 55.062999963)",350,5,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 6, 55.062999963)",349,5,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 7, 5.172999978)",350,3,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 5.172999978)",349,3,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 6, 57.029999971)",349,5,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 10.062999963)",350,0,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 7, 10.062999963)",351,0,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 7, 10.062999963)",351,1,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 10.062999963)",350,1,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 7, 10.062999963)",351,2,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 10.062999963)",350,2,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 6, 59.674999952)",350,5,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 6, 59.674999952)",349,5,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 7, 10.062999963)",351,3,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 10.062999963)",350,3,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 7, 5.172999978)",350,4,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 5.172999978)",349,4,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 12.030999958)",350,0,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 12.030999958)",350,1,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 12.030999958)",350,2,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 12.030999958)",350,3,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 14.674999952)",350,0,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 7, 14.674999952)",351,0,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 7, 14.674999952)",351,1,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 14.674999952)",350,1,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 7, 14.674999952)",351,2,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 14.674999952)",350,2,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 7, 14.674999952)",351,3,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 14.674999952)",350,3,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 7, 10.062999963)",351,4,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 10.062999963)",350,4,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 7, 5.172999978)",350,5,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 5.172999978)",349,5,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 12.030999958)",350,4,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 20.06399995)",351,0,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 7, 20.06399995)",352,0,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 20.172999978)",350,0,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 7, 20.172999978)",351,0,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 7, 20.06399995)",352,1,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 20.06399995)",351,1,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 7, 20.172999978)",351,1,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 20.172999978)",350,1,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 7, 20.06399995)",352,2,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 20.06399995)",351,2,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 7, 20.172999978)",351,2,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 20.172999978)",350,2,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 7, 14.674999952)",351,4,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 14.674999952)",350,4,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 7, 20.06399995)",352,3,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 20.06399995)",351,3,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 7, 20.172999978)",351,3,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 20.172999978)",350,3,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 22.031999945)",351,0,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 22.031999945)",351,1,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 22.031999945)",351,2,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 22.031999945)",351,3,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 24.674999952)",351,0,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 7, 24.674999952)",352,0,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 7, 24.674999952)",352,1,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 24.674999952)",351,1,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 7, 24.674999952)",352,2,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 24.674999952)",351,2,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 7, 24.674999952)",352,3,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 24.674999952)",351,3,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 7, 20.06399995)",352,4,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 20.06399995)",351,4,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 7, 20.172999978)",351,4,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 20.172999978)",350,4,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 22.031999945)",351,4,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 30.173999965)",351,0,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 7, 30.173999965)",352,0,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 7, 30.173999965)",352,1,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 30.173999965)",351,1,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 7, 30.173999965)",352,2,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 30.173999965)",351,2,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 7, 24.674999952)",352,4,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 24.674999952)",351,4,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 7, 20.06399995)",352,5,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 20.06399995)",351,5,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 7, 30.173999965)",352,3,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 30.173999965)",351,3,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 22.031999945)",351,5,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 35.064999997)",352,0,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 7, 35.064999997)",353,0,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 7, 35.064999997)",353,1,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 35.064999997)",352,1,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 7, 35.064999997)",353,2,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 35.064999997)",352,2,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 7, 24.674999952)",352,5,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 24.674999952)",351,5,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 7, 35.064999997)",353,3,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 35.064999997)",352,3,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 7, 30.173999965)",352,4,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 30.173999965)",351,4,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 37.032999992)",352,0,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 37.032999992)",352,1,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 37.032999992)",352,2,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 37.032999992)",352,3,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 39.675999999)",352,0,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 7, 39.675999999)",353,0,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 7, 39.675999999)",353,1,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 39.675999999)",352,1,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 7, 39.675999999)",353,2,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 39.675999999)",352,2,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 7, 39.675999999)",353,3,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 39.675999999)",352,3,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 7, 35.064999997)",353,4,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 35.064999997)",352,4,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 7, 30.173999965)",352,5,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 30.173999965)",351,5,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 37.032999992)",352,4,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 45.064999997)",353,0,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 7, 45.064999997)",354,0,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 45.173999965)",352,0,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 7, 45.173999965)",353,0,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 7, 45.064999997)",354,1,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 45.064999997)",353,1,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 7, 45.173999965)",353,1,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 45.173999965)",352,1,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 7, 45.064999997)",354,2,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 45.064999997)",353,2,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 7, 45.173999965)",353,2,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 45.173999965)",352,2,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 7, 39.675999999)",353,4,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 39.675999999)",352,4,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 7, 45.064999997)",354,3,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 45.064999997)",353,3,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 7, 45.173999965)",353,3,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 45.173999965)",352,3,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 47.032999992)",353,0,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 47.032999992)",353,1,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 47.032999992)",353,2,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 47.032999992)",353,3,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 49.675999999)",353,0,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 7, 49.675999999)",354,0,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 7, 49.675999999)",354,1,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 49.675999999)",353,1,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 7, 49.675999999)",354,2,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 49.675999999)",353,2,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 7, 49.675999999)",354,3,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 49.675999999)",353,3,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 7, 45.064999997)",354,4,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 45.064999997)",353,4,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 7, 45.173999965)",353,4,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 45.173999965)",352,4,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 47.032999992)",353,4,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 55.174999952)",353,0,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 7, 55.174999952)",354,0,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 7, 55.174999952)",354,1,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 55.174999952)",353,1,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 7, 55.174999952)",354,2,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 55.174999952)",353,2,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 3, 7, 49.675999999)",354,4,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 49.675999999)",353,4,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 7, 45.064999997)",354,5,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 45.064999997)",353,5,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 3, 7, 55.174999952)",354,3,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 55.174999952)",353,3,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 7, 47.032999992)",353,5,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 3, 8, 0.064999997)",354,0,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 8, 0.064999997)",355,0,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 3, 8, 0.064999997)",355,1,1
