Distination,Goose_pkt_appid,Goose_pkt_length,Goose_pkt_datSet,Goose_pkt_TimeAllowTolive,Goose_pkt_stNum,Goose_pkt_sqNum,Goose_pkt_Data_bit_string
1,0.747368421,0.333333333,1,1,0.291793313,0.6,0
0.25,0.452631579,0.333333333,0.333333333,0,0.300911854,0.4,0
0,0.578947368,0.666666667,0.066666667,1,0.303951368,0.6,1
0.125,0.115789474,0.333333333,0.2,1,0.300911854,0.6,0
0.375,0.926315789,0.666666667,0.466666667,0,0.303951368,0.2,1
0.5,1,0.333333333,0.6,0,0.300911854,0.2,0
0.75,0.736842105,0.333333333,0.866666667,0,0.300911854,0,0
0.625,0.326315789,0.666666667,0.733333333,0,0.303951368,0,1
0.25,0.452631579,0.333333333,0.333333333,1,0.300911854,0.6,0
0.375,0.926315789,0.666666667,0.466666667,0,0.303951368,0.4,1
0.5,1,0.333333333,0.6,0,0.300911854,0.4,0
0.625,0.326315789,0.666666667,0.733333333,0,0.303951368,0.2,1
0.75,0.736842105,0.333333333,0.866666667,0,0.300911854,0.2,0
0.375,0.926315789,0.666666667,0.466666667,1,0.303951368,0.6,1
0.5,1,0.333333333,0.6,1,0.300911854,0.6,0
0.625,0.326315789,0.666666667,0.733333333,0,0.303951368,0.4,1
0.75,0.736842105,0.333333333,0.866666667,0,0.300911854,0.4,0
0.625,0.326315789,0.666666667,0.733333333,1,0.303951368,0.6,1
0.75,0.736842105,0.333333333,0.866666667,1,0.300911854,0.6,0
0.875,0.389473684,0.666666667,0.933333333,1,0.294832827,0.8,1
1,0.747368421,0.333333333,1,1,0.291793313,0.8,0
0,0.578947368,0.666666667,0.066666667,1,0.303951368,0.8,1
0.125,0.115789474,0.333333333,0.2,1,0.300911854,0.8,0
0.25,0.452631579,0.333333333,0.333333333,1,0.300911854,0.8,0
0.375,0.926315789,0.666666667,0.466666667,1,0.303951368,0.8,1
0.5,1,0.333333333,0.6,1,0.300911854,0.8,0
0.625,0.326315789,0.666666667,0.733333333,1,0.303951368,0.8,1
0.75,0.736842105,0.333333333,0.866666667,1,0.300911854,0.8,0
0.125,0.115789474,0.333333333,0.2,0,0.303951368,0,0
0,0.578947368,0.666666667,0.066666667,0,0.306990881,0,1
0.25,0.452631579,0.333333333,0.333333333,0,0.303951368,0,0
0,0.578947368,0.666666667,0.066666667,0,0.306990881,0.2,1
0.125,0.115789474,0.333333333,0.2,0,0.303951368,0.2,0
0.25,0.452631579,0.333333333,0.333333333,0,0.303951368,0.2,0
0,0.578947368,0.666666667,0.066666667,0,0.306990881,0.4,1
0.125,0.115789474,0.333333333,0.2,0,0.303951368,0.4,0
0.5,1,0.333333333,0.6,0,0.303951368,0,0
0.375,0.926315789,0.666666667,0.466666667,0,0.306990881,0,1
0.875,0.389473684,0.666666667,0.933333333,1,0.294832827,1,1
1,0.747368421,0.333333333,1,1,0.291793313,1,0
0.25,0.452631579,0.333333333,0.333333333,0,0.303951368,0.4,0
0,0.578947368,0.666666667,0.066666667,1,0.306990881,0.6,1
0.125,0.115789474,0.333333333,0.2,1,0.303951368,0.6,0
0.375,0.926315789,0.666666667,0.466666667,0,0.306990881,0.2,1
0.5,1,0.333333333,0.6,0,0.303951368,0.2,0
0.75,0.736842105,0.333333333,0.866666667,0,0.303951368,0,0
0.625,0.326315789,0.666666667,0.733333333,0,0.306990881,0,1
0.25,0.452631579,0.333333333,0.333333333,1,0.303951368,0.6,0
0.375,0.926315789,0.666666667,0.466666667,0,0.306990881,0.4,1
0.5,1,0.333333333,0.6,0,0.303951368,0.4,0
0.625,0.326315789,0.666666667,0.733333333,0,0.306990881,0.2,1
0.75,0.736842105,0.333333333,0.866666667,0,0.303951368,0.2,0
0.375,0.926315789,0.666666667,0.466666667,1,0.306990881,0.6,1
0.5,1,0.333333333,0.6,1,0.303951368,0.6,0
0.625,0.326315789,0.666666667,0.733333333,0,0.306990881,0.4,1
0.75,0.736842105,0.333333333,0.866666667,0,0.303951368,0.4,0
0.625,0.326315789,0.666666667,0.733333333,1,0.306990881,0.6,1
0.75,0.736842105,0.333333333,0.866666667,1,0.303951368,0.6,0
1,0.747368421,0.333333333,1,0,0.294832827,0,0
0.875,0.389473684,0.666666667,0.933333333,0,0.29787234,0,1
0.875,0.389473684,0.666666667,0.933333333,0,0.29787234,0.2,1
1,0.747368421,0.333333333,1,0,0.294832827,0.2,0
0.875,0.389473684,0.666666667,0.933333333,0,0.29787234,0.4,1
1,0.747368421,0.333333333,1,0,0.294832827,0.4,0
0.875,0.389473684,0.666666667,0.933333333,1,0.29787234,0.6,1
1,0.747368421,0.333333333,1,1,0.294832827,0.6,0
0,0.578947368,0.666666667,0.066666667,1,0.306990881,0.8,1
0.125,0.115789474,0.333333333,0.2,1,0.303951368,0.8,0
0.25,0.452631579,0.333333333,0.333333333,1,0.303951368,0.8,0
0.375,0.926315789,0.666666667,0.466666667,1,0.306990881,0.8,1
0.5,1,0.333333333,0.6,1,0.303951368,0.8,0
0.625,0.326315789,0.666666667,0.733333333,1,0.306990881,0.8,1
0.75,0.736842105,0.333333333,0.866666667,1,0.303951368,0.8,0
0.875,0.389473684,0.666666667,0.933333333,1,0.29787234,0.8,1
1,0.747368421,0.333333333,1,1,0.294832827,0.8,0
0,0.578947368,0.666666667,0.066666667,1,0.306990881,1,1
0.125,0.115789474,0.333333333,0.2,1,0.303951368,1,0
0.25,0.452631579,0.333333333,0.333333333,1,0.303951368,1,0
0.375,0.926315789,0.666666667,0.466666667,1,0.306990881,1,1
0.5,1,0.333333333,0.6,1,0.303951368,1,0
0.625,0.326315789,0.666666667,0.733333333,1,0.306990881,1,1
0.75,0.736842105,0.333333333,0.866666667,1,0.303951368,1,0
1,0.747368421,0.333333333,1,0,0.29787234,0,0
0.875,0.389473684,0.666666667,0.933333333,0,0.300911854,0,1
0.125,0.115789474,0.333333333,0.2,0,0.306990881,0,0
0,0.578947368,0.666666667,0.066666667,0,0.310030395,0,1
0.875,0.389473684,0.666666667,0.933333333,0,0.300911854,0.2,1
1,0.747368421,0.333333333,1,0,0.29787234,0.2,0
0.25,0.452631579,0.333333333,0.333333333,0,0.306990881,0,0
0,0.578947368,0.666666667,0.066666667,0,0.310030395,0.2,1
0.125,0.115789474,0.333333333,0.2,0,0.306990881,0.2,0
0.875,0.389473684,0.666666667,0.933333333,0,0.300911854,0.4,1
1,0.747368421,0.333333333,1,0,0.29787234,0.4,0
0.25,0.452631579,0.333333333,0.333333333,0,0.306990881,0.2,0
0,0.578947368,0.666666667,0.066666667,0,0.310030395,0.4,1
0.125,0.115789474,0.333333333,0.2,0,0.306990881,0.4,0
0.5,1,0.333333333,0.6,0,0.306990881,0,0
0.375,0.926315789,0.666666667,0.466666667,0,0.310030395,0,1
0.875,0.389473684,0.666666667,0.933333333,1,0.300911854,0.6,1
1,0.747368421,0.333333333,1,1,0.29787234,0.6,0
0.25,0.452631579,0.333333333,0.333333333,0,0.306990881,0.4,0
0,0.578947368,0.666666667,0.066666667,1,0.310030395,0.6,1
0.125,0.115789474,0.333333333,0.2,1,0.306990881,0.6,0
0.375,0.926315789,0.666666667,0.466666667,0,0.310030395,0.2,1
0.5,1,0.333333333,0.6,0,0.306990881,0.2,0
0.75,0.736842105,0.333333333,0.866666667,0,0.306990881,0,0
0.625,0.326315789,0.666666667,0.733333333,0,0.310030395,0,1
0.25,0.452631579,0.333333333,0.333333333,1,0.306990881,0.6,0
0.375,0.926315789,0.666666667,0.466666667,0,0.310030395,0.4,1
0.5,1,0.333333333,0.6,0,0.306990881,0.4,0
0.625,0.326315789,0.666666667,0.733333333,0,0.310030395,0.2,1
0.75,0.736842105,0.333333333,0.866666667,0,0.306990881,0.2,0
0.375,0.926315789,0.666666667,0.466666667,1,0.310030395,0.6,1
0.5,1,0.333333333,0.6,1,0.306990881,0.6,0
0.625,0.326315789,0.666666667,0.733333333,0,0.310030395,0.4,1
0.75,0.736842105,0.333333333,0.866666667,0,0.306990881,0.4,0
0.625,0.326315789,0.666666667,0.733333333,1,0.310030395,0.6,1
0.75,0.736842105,0.333333333,0.866666667,1,0.306990881,0.6,0
0.875,0.389473684,0.666666667,0.933333333,1,0.300911854,0.8,1
1,0.747368421,0.333333333,1,1,0.29787234,0.8,0
0,0.578947368,0.666666667,0.066666667,1,0.310030395,0.8,1
0.125,0.115789474,0.333333333,0.2,1,0.306990881,0.8,0
0.25,0.452631579,0.333333333,0.333333333,1,0.306990881,0.8,0
0.375,0.926315789,0.666666667,0.466666667,1,0.310030395,0.8,1
0.5,1,0.333333333,0.6,1,0.306990881,0.8,0
0.625,0.326315789,0.666666667,0.733333333,1,0.310030395,0.8,1
0.75,0.736842105,0.333333333,0.866666667,1,0.306990881,0.8,0
0.125,0.115789474,0.333333333,0.2,0,0.310030395,0,0
0,0.578947368,0.666666667,0.066666667,0,0.313069909,0,1
0.25,0.452631579,0.333333333,0.333333333,0,0.310030395,0,0
0,0.578947368,0.666666667,0.066666667,0,0.313069909,0.2,1
0.125,0.115789474,0.333333333,0.2,0,0.310030395,0.2,0
0.25,0.452631579,0.333333333,0.333333333,0,0.310030395,0.2,0
0,0.578947368,0.666666667,0.066666667,0,0.313069909,0.4,1
0.125,0.115789474,0.333333333,0.2,0,0.310030395,0.4,0
0.5,1,0.333333333,0.6,0,0.310030395,0,0
0.375,0.926315789,0.666666667,0.466666667,0,0.313069909,0,1
0.875,0.389473684,0.666666667,0.933333333,1,0.300911854,1,1
1,0.747368421,0.333333333,1,1,0.29787234,1,0
0.25,0.452631579,0.333333333,0.333333333,0,0.310030395,0.4,0
0,0.578947368,0.666666667,0.066666667,1,0.313069909,0.6,1
0.125,0.115789474,0.333333333,0.2,1,0.310030395,0.6,0
0.375,0.926315789,0.666666667,0.466666667,0,0.313069909,0.2,1
0.5,1,0.333333333,0.6,0,0.310030395,0.2,0
0.75,0.736842105,0.333333333,0.866666667,0,0.310030395,0,0
0.625,0.326315789,0.666666667,0.733333333,0,0.313069909,0,1
0.25,0.452631579,0.333333333,0.333333333,1,0.310030395,0.6,0
0.375,0.926315789,0.666666667,0.466666667,0,0.313069909,0.4,1
0.5,1,0.333333333,0.6,0,0.310030395,0.4,0
0.625,0.326315789,0.666666667,0.733333333,0,0.313069909,0.2,1
0.75,0.736842105,0.333333333,0.866666667,0,0.310030395,0.2,0
0.375,0.926315789,0.666666667,0.466666667,1,0.313069909,0.6,1
0.5,1,0.333333333,0.6,1,0.310030395,0.6,0
0.625,0.326315789,0.666666667,0.733333333,0,0.313069909,0.4,1
0.75,0.736842105,0.333333333,0.866666667,0,0.310030395,0.4,0
0.625,0.326315789,0.666666667,0.733333333,1,0.313069909,0.6,1
0.75,0.736842105,0.333333333,0.866666667,1,0.310030395,0.6,0
1,0.747368421,0.333333333,1,0,0.300911854,0,0
0.875,0.389473684,0.666666667,0.933333333,0,0.303951368,0,1
0.875,0.389473684,0.666666667,0.933333333,0,0.303951368,0.2,1
1,0.747368421,0.333333333,1,0,0.300911854,0.2,0
0.875,0.389473684,0.666666667,0.933333333,0,0.303951368,0.4,1
1,0.747368421,0.333333333,1,0,0.300911854,0.4,0
0.875,0.389473684,0.666666667,0.933333333,1,0.303951368,0.6,1
1,0.747368421,0.333333333,1,1,0.300911854,0.6,0
0,0.578947368,0.666666667,0.066666667,1,0.313069909,0.8,1
0.125,0.115789474,0.333333333,0.2,1,0.310030395,0.8,0
0.25,0.452631579,0.333333333,0.333333333,1,0.310030395,0.8,0
0.375,0.926315789,0.666666667,0.466666667,1,0.313069909,0.8,1
0.5,1,0.333333333,0.6,1,0.310030395,0.8,0
0.625,0.326315789,0.666666667,0.733333333,1,0.313069909,0.8,1
0.75,0.736842105,0.333333333,0.866666667,1,0.310030395,0.8,0
0.875,0.389473684,0.666666667,0.933333333,1,0.303951368,0.8,1
1,0.747368421,0.333333333,1,1,0.300911854,0.8,0
0,0.578947368,0.666666667,0.066666667,1,0.313069909,1,1
0.125,0.115789474,0.333333333,0.2,1,0.310030395,1,0
0.25,0.452631579,0.333333333,0.333333333,1,0.310030395,1,0
0.375,0.926315789,0.666666667,0.466666667,1,0.313069909,1,1
0.5,1,0.333333333,0.6,1,0.310030395,1,0
0.625,0.326315789,0.666666667,0.733333333,1,0.313069909,1,1
0.75,0.736842105,0.333333333,0.866666667,1,0.310030395,1,0
1,0.747368421,0.333333333,1,0,0.303951368,0,0
0.875,0.389473684,0.666666667,0.933333333,0,0.306990881,0,1
0.125,0.115789474,0.333333333,0.2,0,0.313069909,0,0
0,0.578947368,0.666666667,0.066666667,0,0.316109422,0,1
0.875,0.389473684,0.666666667,0.933333333,0,0.306990881,0.2,1
1,0.747368421,0.333333333,1,0,0.303951368,0.2,0
0.25,0.452631579,0.333333333,0.333333333,0,0.313069909,0,0
0,0.578947368,0.666666667,0.066666667,0,0.316109422,0.2,1
0.125,0.115789474,0.333333333,0.2,0,0.313069909,0.2,0
0.875,0.389473684,0.666666667,0.933333333,0,0.306990881,0.4,1
1,0.747368421,0.333333333,1,0,0.303951368,0.4,0
0.25,0.452631579,0.333333333,0.333333333,0,0.313069909,0.2,0
0,0.578947368,0.666666667,0.066666667,0,0.316109422,0.4,1
0.125,0.115789474,0.333333333,0.2,0,0.313069909,0.4,0
0.5,1,0.333333333,0.6,0,0.313069909,0,0
0.375,0.926315789,0.666666667,0.466666667,0,0.316109422,0,1
0.875,0.389473684,0.666666667,0.933333333,1,0.306990881,0.6,1
1,0.747368421,0.333333333,1,1,0.303951368,0.6,0
0.25,0.452631579,0.333333333,0.333333333,0,0.313069909,0.4,0
0,0.578947368,0.666666667,0.066666667,1,0.316109422,0.6,1
0.125,0.115789474,0.333333333,0.2,1,0.313069909,0.6,0
0.375,0.926315789,0.666666667,0.466666667,0,0.316109422,0.2,1
0.5,1,0.333333333,0.6,0,0.313069909,0.2,0
0.75,0.736842105,0.333333333,0.866666667,0,0.313069909,0,0
0.625,0.326315789,0.666666667,0.733333333,0,0.316109422,0,1
0.25,0.452631579,0.333333333,0.333333333,1,0.313069909,0.6,0
0.375,0.926315789,0.666666667,0.466666667,0,0.316109422,0.4,1
0.5,1,0.333333333,0.6,0,0.313069909,0.4,0
0.625,0.326315789,0.666666667,0.733333333,0,0.316109422,0.2,1
0.75,0.736842105,0.333333333,0.866666667,0,0.313069909,0.2,0
0.375,0.926315789,0.666666667,0.466666667,1,0.316109422,0.6,1
0.5,1,0.333333333,0.6,1,0.313069909,0.6,0
0.625,0.326315789,0.666666667,0.733333333,0,0.316109422,0.4,1
0.75,0.736842105,0.333333333,0.866666667,0,0.313069909,0.4,0
0.625,0.326315789,0.666666667,0.733333333,1,0.316109422,0.6,1
0.75,0.736842105,0.333333333,0.866666667,1,0.313069909,0.6,0
0.875,0.389473684,0.666666667,0.933333333,1,0.306990881,0.8,1
1,0.747368421,0.333333333,1,1,0.303951368,0.8,0
0,0.578947368,0.666666667,0.066666667,1,0.316109422,0.8,1
0.125,0.115789474,0.333333333,0.2,1,0.313069909,0.8,0
0.25,0.452631579,0.333333333,0.333333333,1,0.313069909,0.8,0
0.375,0.926315789,0.666666667,0.466666667,1,0.316109422,0.8,1
0.5,1,0.333333333,0.6,1,0.313069909,0.8,0
0.625,0.326315789,0.666666667,0.733333333,1,0.316109422,0.8,1
0.75,0.736842105,0.333333333,0.866666667,1,0.313069909,0.8,0
0.125,0.115789474,0.333333333,0.2,0,0.316109422,0,0
0,0.578947368,0.666666667,0.066666667,0,0.319148936,0,1
0.25,0.452631579,0.333333333,0.333333333,0,0.316109422,0,0
0,0.578947368,0.666666667,0.066666667,0,0.319148936,0.2,1
0.125,0.115789474,0.333333333,0.2,0,0.316109422,0.2,0
0.25,0.452631579,0.333333333,0.333333333,0,0.316109422,0.2,0
0,0.578947368,0.666666667,0.066666667,0,0.319148936,0.4,1
0.125,0.115789474,0.333333333,0.2,0,0.316109422,0.4,0
0.5,1,0.333333333,0.6,0,0.316109422,0,0
0.375,0.926315789,0.666666667,0.466666667,0,0.319148936,0,1
0.875,0.389473684,0.666666667,0.933333333,1,0.306990881,1,1
1,0.747368421,0.333333333,1,1,0.303951368,1,0
0.25,0.452631579,0.333333333,0.333333333,0,0.316109422,0.4,0
0,0.578947368,0.666666667,0.066666667,1,0.319148936,0.6,1
0.125,0.115789474,0.333333333,0.2,1,0.316109422,0.6,0
0.375,0.926315789,0.666666667,0.466666667,0,0.319148936,0.2,1
0.5,1,0.333333333,0.6,0,0.316109422,0.2,0
0.75,0.736842105,0.333333333,0.866666667,0,0.316109422,0,0
0.625,0.326315789,0.666666667,0.733333333,0,0.319148936,0,1
0.25,0.452631579,0.333333333,0.333333333,1,0.316109422,0.6,0
0.375,0.926315789,0.666666667,0.466666667,0,0.319148936,0.4,1
0.5,1,0.333333333,0.6,0,0.316109422,0.4,0
0.625,0.326315789,0.666666667,0.733333333,0,0.319148936,0.2,1
0.75,0.736842105,0.333333333,0.866666667,0,0.316109422,0.2,0
0.375,0.926315789,0.666666667,0.466666667,1,0.319148936,0.6,1
0.5,1,0.333333333,0.6,1,0.316109422,0.6,0
0.625,0.326315789,0.666666667,0.733333333,0,0.319148936,0.4,1
0.75,0.736842105,0.333333333,0.866666667,0,0.316109422,0.4,0
0.625,0.326315789,0.666666667,0.733333333,1,0.319148936,0.6,1
0.75,0.736842105,0.333333333,0.866666667,1,0.316109422,0.6,0
1,0.747368421,0.333333333,1,0,0.306990881,0,0
0.875,0.389473684,0.666666667,0.933333333,0,0.310030395,0,1
0.875,0.389473684,0.666666667,0.933333333,0,0.310030395,0.2,1
1,0.747368421,0.333333333,1,0,0.306990881,0.2,0
0.875,0.389473684,0.666666667,0.933333333,0,0.310030395,0.4,1
1,0.747368421,0.333333333,1,0,0.306990881,0.4,0
0.875,0.389473684,0.666666667,0.933333333,1,0.310030395,0.6,1
1,0.747368421,0.333333333,1,1,0.306990881,0.6,0
0,0.578947368,0.666666667,0.066666667,1,0.319148936,0.8,1
0.125,0.115789474,0.333333333,0.2,1,0.316109422,0.8,0
0.25,0.452631579,0.333333333,0.333333333,1,0.316109422,0.8,0
0.375,0.926315789,0.666666667,0.466666667,1,0.319148936,0.8,1
0.5,1,0.333333333,0.6,1,0.316109422,0.8,0
0.625,0.326315789,0.666666667,0.733333333,1,0.319148936,0.8,1
0.75,0.736842105,0.333333333,0.866666667,1,0.316109422,0.8,0
0.875,0.389473684,0.666666667,0.933333333,1,0.310030395,0.8,1
1,0.747368421,0.333333333,1,1,0.306990881,0.8,0
0,0.578947368,0.666666667,0.066666667,1,0.319148936,1,1
0.125,0.115789474,0.333333333,0.2,1,0.316109422,1,0
0.25,0.452631579,0.333333333,0.333333333,1,0.316109422,1,0
0.375,0.926315789,0.666666667,0.466666667,1,0.319148936,1,1
0.5,1,0.333333333,0.6,1,0.316109422,1,0
0.625,0.326315789,0.666666667,0.733333333,1,0.319148936,1,1
0.75,0.736842105,0.333333333,0.866666667,1,0.316109422,1,0
1,0.747368421,0.333333333,1,0,0.310030395,0,0
0.875,0.389473684,0.666666667,0.933333333,0,0.313069909,0,1
0.125,0.115789474,0.333333333,0.2,0,0.319148936,0,0
0,0.578947368,0.666666667,0.066666667,0,0.32218845,0,1
0.875,0.389473684,0.666666667,0.933333333,0,0.313069909,0.2,1
1,0.747368421,0.333333333,1,0,0.310030395,0.2,0
0.25,0.452631579,0.333333333,0.333333333,0,0.319148936,0,0
0,0.578947368,0.666666667,0.066666667,0,0.32218845,0.2,1
0.125,0.115789474,0.333333333,0.2,0,0.319148936,0.2,0
0.875,0.389473684,0.666666667,0.933333333,0,0.313069909,0.4,1
1,0.747368421,0.333333333,1,0,0.310030395,0.4,0
0.25,0.452631579,0.333333333,0.333333333,0,0.319148936,0.2,0
0,0.578947368,0.666666667,0.066666667,0,0.32218845,0.4,1
0.125,0.115789474,0.333333333,0.2,0,0.319148936,0.4,0
0.5,1,0.333333333,0.6,0,0.319148936,0,0
0.375,0.926315789,0.666666667,0.466666667,0,0.32218845,0,1
0.875,0.389473684,0.666666667,0.933333333,1,0.313069909,0.6,1
1,0.747368421,0.333333333,1,1,0.310030395,0.6,0
0.25,0.452631579,0.333333333,0.333333333,0,0.319148936,0.4,0
0,0.578947368,0.666666667,0.066666667,1,0.32218845,0.6,1
0.125,0.115789474,0.333333333,0.2,1,0.319148936,0.6,0
0.375,0.926315789,0.666666667,0.466666667,0,0.32218845,0.2,1
0.5,1,0.333333333,0.6,0,0.319148936,0.2,0
0.75,0.736842105,0.333333333,0.866666667,0,0.319148936,0,0
0.625,0.326315789,0.666666667,0.733333333,0,0.32218845,0,1
0.25,0.452631579,0.333333333,0.333333333,1,0.319148936,0.6,0
0.375,0.926315789,0.666666667,0.466666667,0,0.32218845,0.4,1
0.5,1,0.333333333,0.6,0,0.319148936,0.4,0
0.625,0.326315789,0.666666667,0.733333333,0,0.32218845,0.2,1
0.75,0.736842105,0.333333333,0.866666667,0,0.319148936,0.2,0
0.375,0.926315789,0.666666667,0.466666667,1,0.32218845,0.6,1
0.5,1,0.333333333,0.6,1,0.319148936,0.6,0
0.625,0.326315789,0.666666667,0.733333333,0,0.32218845,0.4,1
0.75,0.736842105,0.333333333,0.866666667,0,0.319148936,0.4,0
0.625,0.326315789,0.666666667,0.733333333,1,0.32218845,0.6,1
0.75,0.736842105,0.333333333,0.866666667,1,0.319148936,0.6,0
0.875,0.389473684,0.666666667,0.933333333,1,0.313069909,0.8,1
1,0.747368421,0.333333333,1,1,0.310030395,0.8,0
0,0.578947368,0.666666667,0.066666667,1,0.32218845,0.8,1
0.125,0.115789474,0.333333333,0.2,1,0.319148936,0.8,0
0.25,0.452631579,0.333333333,0.333333333,1,0.319148936,0.8,0
0.375,0.926315789,0.666666667,0.466666667,1,0.32218845,0.8,1
0.5,1,0.333333333,0.6,1,0.319148936,0.8,0
0.625,0.326315789,0.666666667,0.733333333,1,0.32218845,0.8,1
0.75,0.736842105,0.333333333,0.866666667,1,0.319148936,0.8,0
0.125,0.115789474,0.333333333,0.2,0,0.32218845,0,0
0,0.578947368,0.666666667,0.066666667,0,0.325227964,0,1
0.25,0.452631579,0.333333333,0.333333333,0,0.32218845,0,0
0,0.578947368,0.666666667,0.066666667,0,0.325227964,0.2,1
0.125,0.115789474,0.333333333,0.2,0,0.32218845,0.2,0
0.25,0.452631579,0.333333333,0.333333333,0,0.32218845,0.2,0
0,0.578947368,0.666666667,0.066666667,0,0.325227964,0.4,1
0.125,0.115789474,0.333333333,0.2,0,0.32218845,0.4,0
0.5,1,0.333333333,0.6,0,0.32218845,0,0
0.375,0.926315789,0.666666667,0.466666667,0,0.325227964,0,1
0.875,0.389473684,0.666666667,0.933333333,1,0.313069909,1,1
1,0.747368421,0.333333333,1,1,0.310030395,1,0
0.25,0.452631579,0.333333333,0.333333333,0,0.32218845,0.4,0
0,0.578947368,0.666666667,0.066666667,1,0.325227964,0.6,1
0.125,0.115789474,0.333333333,0.2,1,0.32218845,0.6,0
0.375,0.926315789,0.666666667,0.466666667,0,0.325227964,0.2,1
0.5,1,0.333333333,0.6,0,0.32218845,0.2,0
0.75,0.736842105,0.333333333,0.866666667,0,0.32218845,0,0
0.625,0.326315789,0.666666667,0.733333333,0,0.325227964,0,1
0.25,0.452631579,0.333333333,0.333333333,1,0.32218845,0.6,0
0.375,0.926315789,0.666666667,0.466666667,0,0.325227964,0.4,1
0.5,1,0.333333333,0.6,0,0.32218845,0.4,0
0.75,0.736842105,0.333333333,0.866666667,0,0.32218845,0.2,0
0.625,0.326315789,0.666666667,0.733333333,0,0.325227964,0.2,1
0.375,0.926315789,0.666666667,0.466666667,1,0.325227964,0.6,1
0.5,1,0.333333333,0.6,1,0.32218845,0.6,0
0.75,0.736842105,0.333333333,0.866666667,0,0.32218845,0.4,0
0.625,0.326315789,0.666666667,0.733333333,0,0.325227964,0.4,1
0.75,0.736842105,0.333333333,0.866666667,1,0.32218845,0.6,0
0.625,0.326315789,0.666666667,0.733333333,1,0.325227964,0.6,1
1,0.747368421,0.333333333,1,0,0.313069909,0,0
0.875,0.389473684,0.666666667,0.933333333,0,0.316109422,0,1
0.875,0.389473684,0.666666667,0.933333333,0,0.316109422,0.2,1
1,0.747368421,0.333333333,1,0,0.313069909,0.2,0
0.875,0.389473684,0.666666667,0.933333333,0,0.316109422,0.4,1
1,0.747368421,0.333333333,1,0,0.313069909,0.4,0
0.875,0.389473684,0.666666667,0.933333333,1,0.316109422,0.6,1
1,0.747368421,0.333333333,1,1,0.313069909,0.6,0
0,0.578947368,0.666666667,0.066666667,1,0.325227964,0.8,1
0.125,0.115789474,0.333333333,0.2,1,0.32218845,0.8,0
0.25,0.452631579,0.333333333,0.333333333,1,0.32218845,0.8,0
0.375,0.926315789,0.666666667,0.466666667,1,0.325227964,0.8,1
0.5,1,0.333333333,0.6,1,0.32218845,0.8,0
0.75,0.736842105,0.333333333,0.866666667,1,0.32218845,0.8,0
0.625,0.326315789,0.666666667,0.733333333,1,0.325227964,0.8,1
0.875,0.389473684,0.666666667,0.933333333,1,0.316109422,0.8,1
1,0.747368421,0.333333333,1,1,0.313069909,0.8,0
0,0.578947368,0.666666667,0.066666667,1,0.325227964,1,1
0.125,0.115789474,0.333333333,0.2,1,0.32218845,1,0
0.25,0.452631579,0.333333333,0.333333333,1,0.32218845,1,0
0.375,0.926315789,0.666666667,0.466666667,1,0.325227964,1,1
0.5,1,0.333333333,0.6,1,0.32218845,1,0
0.75,0.736842105,0.333333333,0.866666667,1,0.32218845,1,0
0.625,0.326315789,0.666666667,0.733333333,1,0.325227964,1,1
1,0.747368421,0.333333333,1,0,0.316109422,0,0
0.875,0.389473684,0.666666667,0.933333333,0,0.319148936,0,1
0.125,0.115789474,0.333333333,0.2,0,0.325227964,0,0
0,0.578947368,0.666666667,0.066666667,0,0.328267477,0,1
0.875,0.389473684,0.666666667,0.933333333,0,0.319148936,0.2,1
1,0.747368421,0.333333333,1,0,0.316109422,0.2,0
0.25,0.452631579,0.333333333,0.333333333,0,0.325227964,0,0
0,0.578947368,0.666666667,0.066666667,0,0.328267477,0.2,1
0.125,0.115789474,0.333333333,0.2,0,0.325227964,0.2,0
0.875,0.389473684,0.666666667,0.933333333,0,0.319148936,0.4,1
1,0.747368421,0.333333333,1,0,0.316109422,0.4,0
0.25,0.452631579,0.333333333,0.333333333,0,0.325227964,0.2,0
0,0.578947368,0.666666667,0.066666667,0,0.328267477,0.4,1
0.125,0.115789474,0.333333333,0.2,0,0.325227964,0.4,0
0.5,1,0.333333333,0.6,0,0.325227964,0,0
0.375,0.926315789,0.666666667,0.466666667,0,0.328267477,0,1
0.875,0.389473684,0.666666667,0.933333333,1,0.319148936,0.6,1
1,0.747368421,0.333333333,1,1,0.316109422,0.6,0
0.25,0.452631579,0.333333333,0.333333333,0,0.325227964,0.4,0
0,0.578947368,0.666666667,0.066666667,1,0.328267477,0.6,1
0.125,0.115789474,0.333333333,0.2,1,0.325227964,0.6,0
0.375,0.926315789,0.666666667,0.466666667,0,0.328267477,0.2,1
0.5,1,0.333333333,0.6,0,0.325227964,0.2,0
0.75,0.736842105,0.333333333,0.866666667,0,0.325227964,0,0
0.625,0.326315789,0.666666667,0.733333333,0,0.328267477,0,1
0.25,0.452631579,0.333333333,0.333333333,1,0.325227964,0.6,0
0.375,0.926315789,0.666666667,0.466666667,0,0.328267477,0.4,1
0.5,1,0.333333333,0.6,0,0.325227964,0.4,0
0.625,0.326315789,0.666666667,0.733333333,0,0.328267477,0.2,1
0.75,0.736842105,0.333333333,0.866666667,0,0.325227964,0.2,0
0.375,0.926315789,0.666666667,0.466666667,1,0.328267477,0.6,1
0.5,1,0.333333333,0.6,1,0.325227964,0.6,0
0.625,0.326315789,0.666666667,0.733333333,0,0.328267477,0.4,1
