Distination,Goose_pkt_identifi,Goose_pkt_length,Goose_pkt_datSet,Goose_pkt_time,Goose_pkt_TimeAllowTolive,Goose_pkt_stNum,Goose_pkt_sqNum,Goose_pkt_Data_bit_string,Goose_pkt_data_cnt,Goose_pkt_test
01:0c:cd:01:00:05,5,103,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 55, 19.547999978)",15000,5,5,3,1,0
01:0c:cd:01:00:01,1,104,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 1, 55, 29.92899996)",15000,7,3,4,1,0
01:0c:cd:01:00:02,2,103,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 55, 29.92899996)",15000,6,3,3,1,0
01:0c:cd:01:00:06,6,104,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 1, 55, 25.048999965)",15000,6,4,4,1,0
01:0c:cd:01:00:07,7,103,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 55, 25.048999965)",15000,5,4,3,1,0
01:0c:cd:01:00:03,3,103,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 55, 31.886999964)",1500,6,0,3,1,0
01:0c:cd:01:00:03,3,103,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 55, 31.886999964)",1500,6,1,3,1,0
01:0c:cd:01:00:03,3,103,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 55, 31.886999964)",1500,6,2,3,1,0
01:0c:cd:01:00:03,3,103,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 55, 31.886999964)",15000,6,3,3,1,0
01:0c:cd:01:00:05,5,103,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 55, 34.548999965)",1500,6,0,3,1,0
01:0c:cd:01:00:04,4,104,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 1, 55, 34.548999965)",1500,7,0,4,1,0
01:0c:cd:01:00:04,4,104,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 1, 55, 34.548999965)",1500,7,1,4,1,0
01:0c:cd:01:00:05,5,103,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 55, 34.548999965)",1500,6,1,3,1,0
01:0c:cd:01:00:04,4,104,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 1, 55, 34.548999965)",1500,7,2,4,1,0
01:0c:cd:01:00:05,5,103,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 55, 34.548999965)",1500,6,2,3,1,0
01:0c:cd:01:00:04,4,104,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 1, 55, 34.548999965)",15000,7,3,4,1,0
01:0c:cd:01:00:05,5,103,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 55, 34.548999965)",15000,6,3,3,1,0
01:0c:cd:01:00:01,1,104,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 1, 55, 29.92899996)",15000,7,4,4,1,0
01:0c:cd:01:00:02,2,103,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 55, 29.92899996)",15000,6,4,3,1,0
01:0c:cd:01:00:06,6,104,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 1, 55, 25.048999965)",15000,6,5,4,1,0
01:0c:cd:01:00:07,7,103,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 55, 25.048999965)",15000,5,5,3,1,0
01:0c:cd:01:00:03,3,103,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 55, 31.886999964)",15000,6,4,3,1,0
01:0c:cd:01:00:02,2,103,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 55, 39.92899996)",1500,7,0,3,1,0
01:0c:cd:01:00:01,1,104,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 1, 55, 39.92899996)",1500,8,0,4,1,0
01:0c:cd:01:00:07,7,103,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 55, 40.048999965)",1500,6,0,3,1,0
01:0c:cd:01:00:06,6,104,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 1, 55, 40.048999965)",1500,7,0,4,1,0
01:0c:cd:01:00:01,1,104,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 1, 55, 39.92899996)",1500,8,1,4,1,0
01:0c:cd:01:00:02,2,103,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 55, 39.92899996)",1500,7,1,3,1,0
01:0c:cd:01:00:06,6,104,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 1, 55, 40.048999965)",1500,7,1,4,1,0
01:0c:cd:01:00:07,7,103,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 55, 40.048999965)",1500,6,1,3,1,0
01:0c:cd:01:00:01,1,104,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 1, 55, 39.92899996)",1500,8,2,4,1,0
01:0c:cd:01:00:02,2,103,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 55, 39.92899996)",1500,7,2,3,1,0
01:0c:cd:01:00:06,6,104,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 1, 55, 40.048999965)",1500,7,2,4,1,0
01:0c:cd:01:00:07,7,103,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 55, 40.048999965)",1500,6,2,3,1,0
01:0c:cd:01:00:04,4,104,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 1, 55, 34.548999965)",15000,7,4,4,1,0
01:0c:cd:01:00:05,5,103,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 55, 34.548999965)",15000,6,4,3,1,0
01:0c:cd:01:00:01,1,104,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 1, 55, 39.92899996)",15000,8,3,4,1,0
01:0c:cd:01:00:02,2,103,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 55, 39.92899996)",15000,7,3,3,1,0
01:0c:cd:01:00:06,6,104,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 1, 55, 40.048999965)",15000,7,3,4,1,0
01:0c:cd:01:00:07,7,103,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 55, 40.048999965)",15000,6,3,3,1,0
01:0c:cd:01:00:03,3,103,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 55, 41.886999964)",1500,7,0,3,1,0
01:0c:cd:01:00:03,3,103,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 55, 41.886999964)",1500,7,1,3,1,0
01:0c:cd:01:00:03,3,103,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 55, 41.886999964)",1500,7,2,3,1,0
01:0c:cd:01:00:03,3,103,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 55, 41.886999964)",15000,7,3,3,1,0
01:0c:cd:01:00:05,5,103,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 55, 44.548999965)",1500,7,0,3,1,0
01:0c:cd:01:00:04,4,104,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 1, 55, 44.548999965)",1500,8,0,4,1,0
01:0c:cd:01:00:04,4,104,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 1, 55, 44.548999965)",1500,8,1,4,1,0
01:0c:cd:01:00:05,5,103,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 55, 44.548999965)",1500,7,1,3,1,0
01:0c:cd:01:00:04,4,104,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 1, 55, 44.548999965)",1500,8,2,4,1,0
01:0c:cd:01:00:05,5,103,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 55, 44.548999965)",1500,7,2,3,1,0
01:0c:cd:01:00:04,4,104,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 1, 55, 44.548999965)",15000,8,3,4,1,0
01:0c:cd:01:00:05,5,103,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 55, 44.548999965)",15000,7,3,3,1,0
01:0c:cd:01:00:01,1,104,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 1, 55, 39.92899996)",15000,8,4,4,1,0
01:0c:cd:01:00:02,2,103,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 55, 39.92899996)",15000,7,4,3,1,0
01:0c:cd:01:00:06,6,104,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 1, 55, 40.048999965)",15000,7,4,4,1,0
01:0c:cd:01:00:07,7,103,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 55, 40.048999965)",15000,6,4,3,1,0
01:0c:cd:01:00:03,3,103,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 55, 41.886999964)",15000,7,4,3,1,0
01:0c:cd:01:00:07,7,103,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 55, 50.048999965)",1500,7,0,3,1,0
01:0c:cd:01:00:06,6,104,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 1, 55, 50.048999965)",1500,8,0,4,1,0
01:0c:cd:01:00:06,6,104,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 1, 55, 50.048999965)",1500,8,1,4,1,0
01:0c:cd:01:00:07,7,103,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 55, 50.048999965)",1500,7,1,3,1,0
01:0c:cd:01:00:06,6,104,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 1, 55, 50.048999965)",1500,8,2,4,1,0
01:0c:cd:01:00:07,7,103,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 55, 50.048999965)",1500,7,2,3,1,0
01:0c:cd:01:00:04,4,104,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 1, 55, 44.548999965)",15000,8,4,4,1,0
01:0c:cd:01:00:05,5,103,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 55, 44.548999965)",15000,7,4,3,1,0
01:0c:cd:01:00:01,1,104,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 1, 55, 39.92899996)",15000,8,5,4,1,0
01:0c:cd:01:00:02,2,103,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 55, 39.92899996)",15000,7,5,3,1,0
01:0c:cd:01:00:06,6,104,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 1, 55, 50.048999965)",15000,8,3,4,1,0
01:0c:cd:01:00:07,7,103,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 55, 50.048999965)",15000,7,3,3,1,0
01:0c:cd:01:00:03,3,103,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 55, 41.886999964)",15000,7,5,3,1,0
01:0c:cd:01:00:02,2,103,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 55, 54.92899996)",1500,8,0,3,1,0
01:0c:cd:01:00:01,1,104,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 1, 55, 54.92899996)",1500,9,0,4,1,0
01:0c:cd:01:00:01,1,104,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 1, 55, 54.92899996)",1500,9,1,4,1,0
01:0c:cd:01:00:02,2,103,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 55, 54.92899996)",1500,8,1,3,1,0
01:0c:cd:01:00:01,1,104,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 1, 55, 54.92899996)",1500,9,2,4,1,0
01:0c:cd:01:00:02,2,103,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 55, 54.92899996)",1500,8,2,3,1,0
01:0c:cd:01:00:04,4,104,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 1, 55, 44.548999965)",15000,8,5,4,1,0
01:0c:cd:01:00:05,5,103,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 55, 44.548999965)",15000,7,5,3,1,0
01:0c:cd:01:00:01,1,104,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 1, 55, 54.92899996)",15000,9,3,4,1,0
01:0c:cd:01:00:02,2,103,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 55, 54.92899996)",15000,8,3,3,1,0
01:0c:cd:01:00:06,6,104,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 1, 55, 50.048999965)",15000,8,4,4,1,0
01:0c:cd:01:00:07,7,103,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 55, 50.048999965)",15000,7,4,3,1,0
01:0c:cd:01:00:03,3,103,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 55, 56.886999964)",1500,8,0,3,1,0
01:0c:cd:01:00:03,3,103,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 55, 56.886999964)",1500,8,1,3,1,0
01:0c:cd:01:00:03,3,103,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 55, 56.886999964)",1500,8,2,3,1,0
01:0c:cd:01:00:03,3,103,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 55, 56.886999964)",15000,8,3,3,1,0
01:0c:cd:01:00:05,5,103,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 55, 59.548999965)",1500,8,0,3,1,0
01:0c:cd:01:00:04,4,104,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 1, 55, 59.548999965)",1500,9,0,4,1,0
01:0c:cd:01:00:04,4,104,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 1, 55, 59.548999965)",1500,9,1,4,1,0
01:0c:cd:01:00:05,5,103,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 55, 59.548999965)",1500,8,1,3,1,0
01:0c:cd:01:00:04,4,104,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 1, 55, 59.548999965)",1500,9,2,4,1,0
01:0c:cd:01:00:05,5,103,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 55, 59.548999965)",1500,8,2,3,1,0
01:0c:cd:01:00:04,4,104,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 1, 55, 59.548999965)",15000,9,3,4,1,0
01:0c:cd:01:00:05,5,103,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 55, 59.548999965)",15000,8,3,3,1,0
01:0c:cd:01:00:01,1,104,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 1, 55, 54.92899996)",15000,9,4,4,1,0
01:0c:cd:01:00:02,2,103,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 55, 54.92899996)",15000,8,4,3,1,0
01:0c:cd:01:00:06,6,104,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 1, 55, 50.048999965)",15000,8,5,4,1,0
01:0c:cd:01:00:07,7,103,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 55, 50.048999965)",15000,7,5,3,1,0
01:0c:cd:01:00:03,3,103,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 55, 56.886999964)",15000,8,4,3,1,0
01:0c:cd:01:00:02,2,103,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 56, 4.92899996)",1500,9,0,3,1,0
01:0c:cd:01:00:01,1,104,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 1, 56, 4.92899996)",1500,10,0,4,1,0
01:0c:cd:01:00:07,7,103,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 56, 5.048999965)",1500,8,0,3,1,0
01:0c:cd:01:00:06,6,104,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 1, 56, 5.048999965)",1500,9,0,4,1,0
01:0c:cd:01:00:01,1,104,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 1, 56, 4.92899996)",1500,10,1,4,1,0
01:0c:cd:01:00:02,2,103,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 56, 4.92899996)",1500,9,1,3,1,0
01:0c:cd:01:00:06,6,104,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 1, 56, 5.048999965)",1500,9,1,4,1,0
01:0c:cd:01:00:07,7,103,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 56, 5.048999965)",1500,8,1,3,1,0
01:0c:cd:01:00:01,1,104,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 1, 56, 4.92899996)",1500,10,2,4,1,0
01:0c:cd:01:00:02,2,103,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 56, 4.92899996)",1500,9,2,3,1,0
01:0c:cd:01:00:04,4,104,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 1, 55, 59.548999965)",15000,9,4,4,1,0
01:0c:cd:01:00:05,5,103,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 55, 59.548999965)",15000,8,4,3,1,0
01:0c:cd:01:00:06,6,104,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 1, 56, 5.048999965)",1500,9,2,4,1,0
01:0c:cd:01:00:07,7,103,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 56, 5.048999965)",1500,8,2,3,1,0
01:0c:cd:01:00:01,1,104,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 1, 56, 4.92899996)",15000,10,3,4,1,0
01:0c:cd:01:00:02,2,103,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 56, 4.92899996)",15000,9,3,3,1,0
01:0c:cd:01:00:06,6,104,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 1, 56, 5.048999965)",15000,9,3,4,1,0
01:0c:cd:01:00:07,7,103,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 56, 5.048999965)",15000,8,3,3,1,0
01:0c:cd:01:00:03,3,103,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 56, 6.887999951)",1500,9,0,3,1,0
01:0c:cd:01:00:03,3,103,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 56, 6.887999951)",1500,9,1,3,1,0
01:0c:cd:01:00:03,3,103,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 56, 6.887999951)",1500,9,2,3,1,0
01:0c:cd:01:00:03,3,103,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 56, 6.887999951)",15000,9,3,3,1,0
01:0c:cd:01:00:05,5,103,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 56, 9.548999965)",1500,9,0,3,1,0
01:0c:cd:01:00:04,4,104,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 1, 56, 9.548999965)",1500,10,0,4,1,0
01:0c:cd:01:00:04,4,104,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 1, 56, 9.548999965)",1500,10,1,4,1,0
01:0c:cd:01:00:05,5,103,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 56, 9.548999965)",1500,9,1,3,1,0
01:0c:cd:01:00:04,4,104,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 1, 56, 9.548999965)",1500,10,2,4,1,0
01:0c:cd:01:00:05,5,103,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 56, 9.548999965)",1500,9,2,3,1,0
01:0c:cd:01:00:04,4,104,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 1, 56, 9.548999965)",15000,10,3,4,1,0
01:0c:cd:01:00:05,5,103,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 56, 9.548999965)",15000,9,3,3,1,0
01:0c:cd:01:00:01,1,104,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 1, 56, 4.92899996)",15000,10,4,4,1,0
01:0c:cd:01:00:02,2,103,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 56, 4.92899996)",15000,9,4,3,1,0
01:0c:cd:01:00:06,6,104,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 1, 56, 5.048999965)",15000,9,4,4,1,0
01:0c:cd:01:00:07,7,103,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 56, 5.048999965)",15000,8,4,3,1,0
01:0c:cd:01:00:03,3,103,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 56, 6.887999951)",15000,9,4,3,1,0
01:0c:cd:01:00:07,7,103,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 56, 15.049999952)",1500,9,0,3,1,0
01:0c:cd:01:00:06,6,104,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 1, 56, 15.049999952)",1500,10,0,4,1,0
01:0c:cd:01:00:06,6,104,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 1, 56, 15.049999952)",1500,10,1,4,1,0
01:0c:cd:01:00:07,7,103,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 56, 15.049999952)",1500,9,1,3,1,0
01:0c:cd:01:00:04,4,104,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 1, 56, 9.548999965)",15000,10,4,4,1,0
01:0c:cd:01:00:05,5,103,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 56, 9.548999965)",15000,9,4,3,1,0
01:0c:cd:01:00:06,6,104,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 1, 56, 15.049999952)",1500,10,2,4,1,0
01:0c:cd:01:00:07,7,103,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 56, 15.049999952)",1500,9,2,3,1,0
01:0c:cd:01:00:01,1,104,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 1, 56, 4.92899996)",15000,10,5,4,1,0
01:0c:cd:01:00:02,2,103,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 56, 4.92899996)",15000,9,5,3,1,0
01:0c:cd:01:00:06,6,104,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 1, 56, 15.049999952)",15000,10,3,4,1,0
01:0c:cd:01:00:07,7,103,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 56, 15.049999952)",15000,9,3,3,1,0
01:0c:cd:01:00:03,3,103,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 56, 6.887999951)",15000,9,5,3,1,0
01:0c:cd:01:00:02,2,103,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 56, 19.92899996)",1500,10,0,3,1,0
01:0c:cd:01:00:01,1,104,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 1, 56, 19.92899996)",1500,11,0,4,1,0
01:0c:cd:01:00:01,1,104,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 1, 56, 19.92899996)",1500,11,1,4,1,0
01:0c:cd:01:00:02,2,103,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 56, 19.92899996)",1500,10,1,3,1,0
01:0c:cd:01:00:01,1,104,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 1, 56, 19.92899996)",1500,11,2,4,1,0
01:0c:cd:01:00:02,2,103,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 56, 19.92899996)",1500,10,2,3,1,0
01:0c:cd:01:00:04,4,104,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 1, 56, 9.548999965)",15000,10,5,4,1,0
01:0c:cd:01:00:05,5,103,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 56, 9.548999965)",15000,9,5,3,1,0
01:0c:cd:01:00:01,1,104,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 1, 56, 19.92899996)",15000,11,3,4,1,0
01:0c:cd:01:00:02,2,103,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 56, 19.92899996)",15000,10,3,3,1,0
01:0c:cd:01:00:06,6,104,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 1, 56, 15.049999952)",15000,10,4,4,1,0
01:0c:cd:01:00:07,7,103,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 56, 15.049999952)",15000,9,4,3,1,0
01:0c:cd:01:00:03,3,103,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 56, 21.888999998)",1500,10,0,3,1,0
01:0c:cd:01:00:03,3,103,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 56, 21.888999998)",1500,10,1,3,1,0
01:0c:cd:01:00:03,3,103,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 56, 21.888999998)",1500,10,2,3,1,0
01:0c:cd:01:00:03,3,103,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 56, 21.888999998)",15000,10,3,3,1,0
01:0c:cd:01:00:05,5,103,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 56, 24.548999965)",1500,10,0,3,1,0
01:0c:cd:01:00:04,4,104,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 1, 56, 24.548999965)",1500,11,0,4,1,0
01:0c:cd:01:00:04,4,104,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 1, 56, 24.548999965)",1500,11,1,4,1,0
01:0c:cd:01:00:05,5,103,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 56, 24.548999965)",1500,10,1,3,1,0
01:0c:cd:01:00:04,4,104,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 1, 56, 24.548999965)",1500,11,2,4,1,0
01:0c:cd:01:00:05,5,103,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 56, 24.548999965)",1500,10,2,3,1,0
01:0c:cd:01:00:04,4,104,E1Q2CTRL/LLN0$STAT,"(2021, 3, 19, 1, 56, 24.548999965)",15000,11,3,4,1,0
01:0c:cd:01:00:05,5,103,E1Q2CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 56, 24.548999965)",15000,10,3,3,1,0
01:0c:cd:01:00:01,1,104,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 1, 56, 19.92899996)",15000,11,4,4,1,0
01:0c:cd:01:00:02,2,103,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 56, 19.92899996)",15000,10,4,3,1,0
01:0c:cd:01:00:06,6,104,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 1, 56, 15.049999952)",15000,10,5,4,1,0
01:0c:cd:01:00:07,7,103,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 56, 15.049999952)",15000,9,5,3,1,0
01:0c:cd:01:00:03,3,103,E1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 56, 21.888999998)",15000,10,4,3,1,0
01:0c:cd:01:00:02,2,103,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 56, 29.929999947)",1500,11,0,3,1,0
01:0c:cd:01:00:01,1,104,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 1, 56, 29.929999947)",1500,12,0,4,1,0
01:0c:cd:01:00:07,7,103,E1Q3CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 56, 30.049999952)",1500,10,0,3,1,0
01:0c:cd:01:00:06,6,104,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 1, 56, 30.049999952)",1500,11,0,4,1,0
01:0c:cd:01:00:01,1,104,D1Q1CTRL/LLN0$STAT,"(2021, 3, 19, 1, 56, 29.929999947)",1500,12,1,4,1,0
01:0c:cd:01:00:02,2,103,D1Q1CTRL/LLN0$TRIP,"(2021, 3, 19, 1, 56, 29.929999947)",1500,11,1,3,1,0
01:0c:cd:01:00:06,6,104,E1Q3CTRL/LLN0$STAT,"(2021, 3, 19, 1, 56, 30.049999952)",1500,11,1,4,1,0
