Distination,Goose_pkt_identifi,Goose_pkt_length,Goose_pkt_datSet,Goose_pkt_TimeAllowTolive,Goose_pkt_stNum,Goose_pkt_sqNum,Goose_pkt_Data_bit_string,Label
01:0c:cd:01:00:08,38,106,E1Q4CTRL/LLN0$STAT1,15000,224,5,4,abnormal
01:0c:cd:01:00:09,72,105,E1Q4CTRL/LLN0$TRIP1,15000,223,5,3,abnormal
01:0c:cd:01:00:03,44,105,E1Q1CTRL/LLN0$TRIP1,1500,227,2,3,abnormal
01:0c:cd:01:00:01,56,106,D1Q1CTRL/LLN0$STAT1,15000,228,3,4,abnormal
01:0c:cd:01:00:02,12,105,D1Q1CTRL/LLN0$TRIP1,15000,227,3,3,abnormal
01:0c:cd:01:00:04,89,106,E1Q2CTRL/LLN0$STAT1,1500,228,1,4,abnormal
01:0c:cd:01:00:05,96,105,E1Q2CTRL/LLN0$TRIP1,1500,227,1,3,abnormal
01:0c:cd:01:00:07,71,105,E1Q3CTRL/LLN0$TRIP1,1500,227,0,3,abnormal
01:0c:cd:01:00:06,32,106,E1Q3CTRL/LLN0$STAT1,1500,228,0,4,abnormal
01:0c:cd:01:00:03,44,105,E1Q1CTRL/LLN0$TRIP1,15000,227,3,3,abnormal
01:0c:cd:01:00:04,89,106,E1Q2CTRL/LLN0$STAT1,1500,228,2,4,abnormal
01:0c:cd:01:00:05,96,105,E1Q2CTRL/LLN0$TRIP1,1500,227,2,3,abnormal
01:0c:cd:01:00:06,32,106,E1Q3CTRL/LLN0$STAT1,1500,228,1,4,abnormal
01:0c:cd:01:00:07,71,105,E1Q3CTRL/LLN0$TRIP1,1500,227,1,3,abnormal
01:0c:cd:01:00:04,89,106,E1Q2CTRL/LLN0$STAT1,15000,228,3,4,abnormal
01:0c:cd:01:00:05,96,105,E1Q2CTRL/LLN0$TRIP1,15000,227,3,3,abnormal
01:0c:cd:01:00:06,32,106,E1Q3CTRL/LLN0$STAT1,1500,228,2,4,abnormal
01:0c:cd:01:00:07,71,105,E1Q3CTRL/LLN0$TRIP1,1500,227,2,3,abnormal
01:0c:cd:01:00:06,32,106,E1Q3CTRL/LLN0$STAT1,15000,228,3,4,abnormal
01:0c:cd:01:00:07,71,105,E1Q3CTRL/LLN0$TRIP1,15000,227,3,3,abnormal
01:0c:cd:01:00:09,72,105,E1Q4CTRL/LLN0$TRIP1,1500,224,0,3,abnormal
01:0c:cd:01:00:08,38,106,E1Q4CTRL/LLN0$STAT1,1500,225,0,4,abnormal
01:0c:cd:01:00:08,38,106,E1Q4CTRL/LLN0$STAT1,1500,225,1,4,abnormal
01:0c:cd:01:00:09,72,105,E1Q4CTRL/LLN0$TRIP1,1500,224,1,3,abnormal
01:0c:cd:01:00:08,38,106,E1Q4CTRL/LLN0$STAT1,1500,225,2,4,abnormal
01:0c:cd:01:00:09,72,105,E1Q4CTRL/LLN0$TRIP1,1500,224,2,3,abnormal
01:0c:cd:01:00:08,38,106,E1Q4CTRL/LLN0$STAT1,15000,225,3,4,abnormal
01:0c:cd:01:00:09,72,105,E1Q4CTRL/LLN0$TRIP1,15000,224,3,3,abnormal
01:0c:cd:01:00:01,56,106,D1Q1CTRL/LLN0$STAT1,15000,228,4,4,abnormal
01:0c:cd:01:00:02,12,105,D1Q1CTRL/LLN0$TRIP1,15000,227,4,3,abnormal
01:0c:cd:01:00:03,44,105,E1Q1CTRL/LLN0$TRIP1,15000,227,4,3,abnormal
01:0c:cd:01:00:04,89,106,E1Q2CTRL/LLN0$STAT1,15000,228,4,4,abnormal
01:0c:cd:01:00:05,96,105,E1Q2CTRL/LLN0$TRIP1,15000,227,4,3,abnormal
01:0c:cd:01:00:06,32,106,E1Q3CTRL/LLN0$STAT1,15000,228,4,4,abnormal
01:0c:cd:01:00:07,71,105,E1Q3CTRL/LLN0$TRIP1,15000,227,4,3,abnormal
01:0c:cd:01:00:08,38,106,E1Q4CTRL/LLN0$STAT1,15000,225,4,4,abnormal
01:0c:cd:01:00:09,72,105,E1Q4CTRL/LLN0$TRIP1,15000,224,4,3,abnormal
01:0c:cd:01:00:01,56,106,D1Q1CTRL/LLN0$STAT1,15000,228,5,4,abnormal
01:0c:cd:01:00:02,12,105,D1Q1CTRL/LLN0$TRIP1,15000,227,5,3,abnormal
01:0c:cd:01:00:03,44,105,E1Q1CTRL/LLN0$TRIP1,15000,227,5,3,abnormal
01:0c:cd:01:00:04,89,106,E1Q2CTRL/LLN0$STAT1,15000,228,5,4,abnormal
01:0c:cd:01:00:05,96,105,E1Q2CTRL/LLN0$TRIP1,15000,227,5,3,abnormal
01:0c:cd:01:00:06,32,106,E1Q3CTRL/LLN0$STAT1,15000,228,5,4,abnormal
01:0c:cd:01:00:07,71,105,E1Q3CTRL/LLN0$TRIP1,15000,227,5,3,abnormal
01:0c:cd:01:00:09,72,105,E1Q4CTRL/LLN0$TRIP1,1500,225,0,3,abnormal
01:0c:cd:01:00:08,38,106,E1Q4CTRL/LLN0$STAT1,1500,226,0,4,abnormal
01:0c:cd:01:00:02,12,105,D1Q1CTRL/LLN0$TRIP1,1500,228,0,3,abnormal
01:0c:cd:01:00:01,56,106,D1Q1CTRL/LLN0$STAT1,1500,229,0,4,abnormal
01:0c:cd:01:00:08,38,106,E1Q4CTRL/LLN0$STAT1,1500,226,1,4,abnormal
01:0c:cd:01:00:09,72,105,E1Q4CTRL/LLN0$TRIP1,1500,225,1,3,abnormal
01:0c:cd:01:00:03,44,105,E1Q1CTRL/LLN0$TRIP1,1500,228,0,3,abnormal
01:0c:cd:01:00:01,56,106,D1Q1CTRL/LLN0$STAT1,1500,229,1,4,abnormal
01:0c:cd:01:00:02,12,105,D1Q1CTRL/LLN0$TRIP1,1500,228,1,3,abnormal
01:0c:cd:01:00:08,38,106,E1Q4CTRL/LLN0$STAT1,1500,226,2,4,abnormal
01:0c:cd:01:00:09,72,105,E1Q4CTRL/LLN0$TRIP1,1500,225,2,3,abnormal
01:0c:cd:01:00:03,44,105,E1Q1CTRL/LLN0$TRIP1,1500,228,1,3,abnormal
01:0c:cd:01:00:01,56,106,D1Q1CTRL/LLN0$STAT1,1500,229,2,4,abnormal
01:0c:cd:01:00:02,12,105,D1Q1CTRL/LLN0$TRIP1,1500,228,2,3,abnormal
01:0c:cd:01:00:05,96,105,E1Q2CTRL/LLN0$TRIP1,1500,228,0,3,abnormal
01:0c:cd:01:00:04,89,106,E1Q2CTRL/LLN0$STAT1,1500,229,0,4,abnormal
01:0c:cd:01:00:08,38,106,E1Q4CTRL/LLN0$STAT1,15000,226,3,4,abnormal
01:0c:cd:01:00:09,72,105,E1Q4CTRL/LLN0$TRIP1,15000,225,3,3,abnormal
01:0c:cd:01:00:03,44,105,E1Q1CTRL/LLN0$TRIP1,1500,228,2,3,abnormal
01:0c:cd:01:00:01,56,106,D1Q1CTRL/LLN0$STAT1,15000,229,3,4,abnormal
01:0c:cd:01:00:02,12,105,D1Q1CTRL/LLN0$TRIP1,15000,228,3,3,abnormal
01:0c:cd:01:00:04,89,106,E1Q2CTRL/LLN0$STAT1,1500,229,1,4,abnormal
01:0c:cd:01:00:05,96,105,E1Q2CTRL/LLN0$TRIP1,1500,228,1,3,abnormal
01:0c:cd:01:00:07,71,105,E1Q3CTRL/LLN0$TRIP1,1500,228,0,3,abnormal
01:0c:cd:01:00:06,32,106,E1Q3CTRL/LLN0$STAT1,1500,229,0,4,abnormal
01:0c:cd:01:00:03,44,105,E1Q1CTRL/LLN0$TRIP1,15000,228,3,3,abnormal
01:0c:cd:01:00:04,89,106,E1Q2CTRL/LLN0$STAT1,1500,229,2,4,abnormal
01:0c:cd:01:00:05,96,105,E1Q2CTRL/LLN0$TRIP1,1500,228,2,3,abnormal
01:0c:cd:01:00:06,32,106,E1Q3CTRL/LLN0$STAT1,1500,229,1,4,abnormal
01:0c:cd:01:00:07,71,105,E1Q3CTRL/LLN0$TRIP1,1500,228,1,3,abnormal
01:0c:cd:01:00:04,89,106,E1Q2CTRL/LLN0$STAT1,15000,229,3,4,abnormal
01:0c:cd:01:00:05,96,105,E1Q2CTRL/LLN0$TRIP1,15000,228,3,3,abnormal
01:0c:cd:01:00:06,32,106,E1Q3CTRL/LLN0$STAT1,1500,229,2,4,abnormal
01:0c:cd:01:00:07,71,105,E1Q3CTRL/LLN0$TRIP1,1500,228,2,3,abnormal
01:0c:cd:01:00:06,32,106,E1Q3CTRL/LLN0$STAT1,15000,229,3,4,abnormal
01:0c:cd:01:00:07,71,105,E1Q3CTRL/LLN0$TRIP1,15000,228,3,3,abnormal
01:0c:cd:01:00:08,38,106,E1Q4CTRL/LLN0$STAT1,15000,226,4,4,abnormal
01:0c:cd:01:00:09,72,105,E1Q4CTRL/LLN0$TRIP1,15000,225,4,3,abnormal
01:0c:cd:01:00:01,56,106,D1Q1CTRL/LLN0$STAT1,15000,229,4,4,abnormal
01:0c:cd:01:00:02,12,105,D1Q1CTRL/LLN0$TRIP1,15000,228,4,3,abnormal
01:0c:cd:01:00:03,44,105,E1Q1CTRL/LLN0$TRIP1,15000,228,4,3,abnormal
01:0c:cd:01:00:04,89,106,E1Q2CTRL/LLN0$STAT1,15000,229,4,4,abnormal
01:0c:cd:01:00:05,96,105,E1Q2CTRL/LLN0$TRIP1,15000,228,4,3,abnormal
01:0c:cd:01:00:06,32,106,E1Q3CTRL/LLN0$STAT1,15000,229,4,4,abnormal
01:0c:cd:01:00:07,71,105,E1Q3CTRL/LLN0$TRIP1,15000,228,4,3,abnormal
01:0c:cd:01:00:02,12,105,D1Q1CTRL/LLN0$TRIP1,1500,229,0,3,abnormal
01:0c:cd:01:00:01,56,106,D1Q1CTRL/LLN0$STAT1,1500,230,0,4,abnormal
01:0c:cd:01:00:03,44,105,E1Q1CTRL/LLN0$TRIP1,1500,229,0,3,abnormal
01:0c:cd:01:00:01,56,106,D1Q1CTRL/LLN0$STAT1,1500,230,1,4,abnormal
01:0c:cd:01:00:02,12,105,D1Q1CTRL/LLN0$TRIP1,1500,229,1,3,abnormal
01:0c:cd:01:00:03,44,105,E1Q1CTRL/LLN0$TRIP1,1500,229,1,3,abnormal
01:0c:cd:01:00:01,56,106,D1Q1CTRL/LLN0$STAT1,1500,230,2,4,abnormal
01:0c:cd:01:00:02,12,105,D1Q1CTRL/LLN0$TRIP1,1500,229,2,3,abnormal
01:0c:cd:01:00:05,96,105,E1Q2CTRL/LLN0$TRIP1,1500,229,0,3,abnormal
01:0c:cd:01:00:04,89,106,E1Q2CTRL/LLN0$STAT1,1500,230,0,4,abnormal
01:0c:cd:01:00:08,38,106,E1Q4CTRL/LLN0$STAT1,15000,226,5,4,abnormal
01:0c:cd:01:00:09,72,105,E1Q4CTRL/LLN0$TRIP1,15000,225,5,3,abnormal
01:0c:cd:01:00:03,44,105,E1Q1CTRL/LLN0$TRIP1,1500,229,2,3,abnormal
01:0c:cd:01:00:01,56,106,D1Q1CTRL/LLN0$STAT1,15000,230,3,4,abnormal
01:0c:cd:01:00:02,12,105,D1Q1CTRL/LLN0$TRIP1,15000,229,3,3,abnormal
01:0c:cd:01:00:04,89,106,E1Q2CTRL/LLN0$STAT1,1500,230,1,4,abnormal
01:0c:cd:01:00:05,96,105,E1Q2CTRL/LLN0$TRIP1,1500,229,1,3,abnormal
01:0c:cd:01:00:07,71,105,E1Q3CTRL/LLN0$TRIP1,1500,229,0,3,abnormal
01:0c:cd:01:00:06,32,106,E1Q3CTRL/LLN0$STAT1,1500,230,0,4,abnormal
01:0c:cd:01:00:03,44,105,E1Q1CTRL/LLN0$TRIP1,15000,229,3,3,abnormal
01:0c:cd:01:00:04,89,106,E1Q2CTRL/LLN0$STAT1,1500,230,2,4,abnormal
01:0c:cd:01:00:05,96,105,E1Q2CTRL/LLN0$TRIP1,1500,229,2,3,abnormal
01:0c:cd:01:00:06,32,106,E1Q3CTRL/LLN0$STAT1,1500,230,1,4,abnormal
01:0c:cd:01:00:07,71,105,E1Q3CTRL/LLN0$TRIP1,1500,229,1,3,abnormal
01:0c:cd:01:00:04,89,106,E1Q2CTRL/LLN0$STAT1,15000,230,3,4,abnormal
01:0c:cd:01:00:05,96,105,E1Q2CTRL/LLN0$TRIP1,15000,229,3,3,abnormal
01:0c:cd:01:00:06,32,106,E1Q3CTRL/LLN0$STAT1,1500,230,2,4,abnormal
01:0c:cd:01:00:07,71,105,E1Q3CTRL/LLN0$TRIP1,1500,229,2,3,abnormal
01:0c:cd:01:00:06,32,106,E1Q3CTRL/LLN0$STAT1,15000,230,3,4,abnormal
01:0c:cd:01:00:07,71,105,E1Q3CTRL/LLN0$TRIP1,15000,229,3,3,abnormal
01:0c:cd:01:00:09,72,105,E1Q4CTRL/LLN0$TRIP1,1500,226,0,3,abnormal
01:0c:cd:01:00:08,38,106,E1Q4CTRL/LLN0$STAT1,1500,227,0,4,abnormal
01:0c:cd:01:00:08,38,106,E1Q4CTRL/LLN0$STAT1,1500,227,1,4,abnormal
01:0c:cd:01:00:09,72,105,E1Q4CTRL/LLN0$TRIP1,1500,226,1,3,abnormal
01:0c:cd:01:00:08,38,106,E1Q4CTRL/LLN0$STAT1,1500,227,2,4,abnormal
01:0c:cd:01:00:09,72,105,E1Q4CTRL/LLN0$TRIP1,1500,226,2,3,abnormal
01:0c:cd:01:00:08,38,106,E1Q4CTRL/LLN0$STAT1,15000,227,3,4,abnormal
01:0c:cd:01:00:09,72,105,E1Q4CTRL/LLN0$TRIP1,15000,226,3,3,abnormal
01:0c:cd:01:00:01,56,106,D1Q1CTRL/LLN0$STAT1,15000,230,4,4,abnormal
01:0c:cd:01:00:02,12,105,D1Q1CTRL/LLN0$TRIP1,15000,229,4,3,abnormal
01:0c:cd:01:00:03,44,105,E1Q1CTRL/LLN0$TRIP1,15000,229,4,3,abnormal
01:0c:cd:01:00:04,89,106,E1Q2CTRL/LLN0$STAT1,15000,230,4,4,abnormal
01:0c:cd:01:00:05,96,105,E1Q2CTRL/LLN0$TRIP1,15000,229,4,3,abnormal
01:0c:cd:01:00:06,32,106,E1Q3CTRL/LLN0$STAT1,15000,230,4,4,abnormal
01:0c:cd:01:00:07,71,105,E1Q3CTRL/LLN0$TRIP1,15000,229,4,3,abnormal
01:0c:cd:01:00:08,38,106,E1Q4CTRL/LLN0$STAT1,15000,227,4,4,abnormal
01:0c:cd:01:00:09,72,105,E1Q4CTRL/LLN0$TRIP1,15000,226,4,3,abnormal
01:0c:cd:01:00:01,56,106,D1Q1CTRL/LLN0$STAT1,15000,230,5,4,abnormal
01:0c:cd:01:00:02,12,105,D1Q1CTRL/LLN0$TRIP1,15000,229,5,3,abnormal
01:0c:cd:01:00:03,44,105,E1Q1CTRL/LLN0$TRIP1,15000,229,5,3,abnormal
01:0c:cd:01:00:04,89,106,E1Q2CTRL/LLN0$STAT1,15000,230,5,4,abnormal
01:0c:cd:01:00:05,96,105,E1Q2CTRL/LLN0$TRIP1,15000,229,5,3,abnormal
01:0c:cd:01:00:06,32,106,E1Q3CTRL/LLN0$STAT1,15000,230,5,4,abnormal
01:0c:cd:01:00:07,71,105,E1Q3CTRL/LLN0$TRIP1,15000,229,5,3,abnormal
01:0c:cd:01:00:09,72,105,E1Q4CTRL/LLN0$TRIP1,1500,227,0,3,abnormal
01:0c:cd:01:00:08,38,106,E1Q4CTRL/LLN0$STAT1,1500,228,0,4,abnormal
01:0c:cd:01:00:02,12,105,D1Q1CTRL/LLN0$TRIP1,1500,230,0,3,abnormal
01:0c:cd:01:00:01,56,106,D1Q1CTRL/LLN0$STAT1,1500,231,0,4,abnormal
01:0c:cd:01:00:08,38,106,E1Q4CTRL/LLN0$STAT1,1500,228,1,4,abnormal
01:0c:cd:01:00:09,72,105,E1Q4CTRL/LLN0$TRIP1,1500,227,1,3,abnormal
01:0c:cd:01:00:03,44,105,E1Q1CTRL/LLN0$TRIP1,1500,230,0,3,abnormal
01:0c:cd:01:00:01,56,106,D1Q1CTRL/LLN0$STAT1,1500,231,1,4,abnormal
01:0c:cd:01:00:02,12,105,D1Q1CTRL/LLN0$TRIP1,1500,230,1,3,abnormal
01:0c:cd:01:00:08,38,106,E1Q4CTRL/LLN0$STAT1,1500,228,2,4,abnormal
01:0c:cd:01:00:09,72,105,E1Q4CTRL/LLN0$TRIP1,1500,227,2,3,abnormal
01:0c:cd:01:00:03,44,105,E1Q1CTRL/LLN0$TRIP1,1500,230,1,3,abnormal
01:0c:cd:01:00:01,56,106,D1Q1CTRL/LLN0$STAT1,1500,231,2,4,abnormal
01:0c:cd:01:00:02,12,105,D1Q1CTRL/LLN0$TRIP1,1500,230,2,3,abnormal
01:0c:cd:01:00:05,96,105,E1Q2CTRL/LLN0$TRIP1,1500,230,0,3,abnormal
01:0c:cd:01:00:04,89,106,E1Q2CTRL/LLN0$STAT1,1500,231,0,4,abnormal
01:0c:cd:01:00:08,38,106,E1Q4CTRL/LLN0$STAT1,15000,228,3,4,abnormal
01:0c:cd:01:00:09,72,105,E1Q4CTRL/LLN0$TRIP1,15000,227,3,3,abnormal
01:0c:cd:01:00:03,44,105,E1Q1CTRL/LLN0$TRIP1,1500,230,2,3,abnormal
01:0c:cd:01:00:01,56,106,D1Q1CTRL/LLN0$STAT1,15000,231,3,4,abnormal
01:0c:cd:01:00:02,12,105,D1Q1CTRL/LLN0$TRIP1,15000,230,3,3,abnormal
01:0c:cd:01:00:04,89,106,E1Q2CTRL/LLN0$STAT1,1500,231,1,4,abnormal
01:0c:cd:01:00:05,96,105,E1Q2CTRL/LLN0$TRIP1,1500,230,1,3,abnormal
01:0c:cd:01:00:07,71,105,E1Q3CTRL/LLN0$TRIP1,1500,230,0,3,abnormal
01:0c:cd:01:00:06,32,106,E1Q3CTRL/LLN0$STAT1,1500,231,0,4,abnormal
01:0c:cd:01:00:03,44,105,E1Q1CTRL/LLN0$TRIP1,15000,230,3,3,abnormal
01:0c:cd:01:00:04,89,106,E1Q2CTRL/LLN0$STAT1,1500,231,2,4,abnormal
01:0c:cd:01:00:05,96,105,E1Q2CTRL/LLN0$TRIP1,1500,230,2,3,abnormal
01:0c:cd:01:00:06,32,106,E1Q3CTRL/LLN0$STAT1,1500,231,1,4,abnormal
01:0c:cd:01:00:07,71,105,E1Q3CTRL/LLN0$TRIP1,1500,230,1,3,abnormal
01:0c:cd:01:00:04,89,106,E1Q2CTRL/LLN0$STAT1,15000,231,3,4,abnormal
01:0c:cd:01:00:05,96,105,E1Q2CTRL/LLN0$TRIP1,15000,230,3,3,abnormal
01:0c:cd:01:00:06,32,106,E1Q3CTRL/LLN0$STAT1,1500,231,2,4,abnormal
01:0c:cd:01:00:07,71,105,E1Q3CTRL/LLN0$TRIP1,1500,230,2,3,abnormal
01:0c:cd:01:00:06,32,106,E1Q3CTRL/LLN0$STAT1,15000,231,3,4,abnormal
01:0c:cd:01:00:07,71,105,E1Q3CTRL/LLN0$TRIP1,15000,230,3,3,abnormal
01:0c:cd:01:00:08,38,106,E1Q4CTRL/LLN0$STAT1,15000,228,4,4,abnormal
01:0c:cd:01:00:09,72,105,E1Q4CTRL/LLN0$TRIP1,15000,227,4,3,abnormal
01:0c:cd:01:00:01,56,106,D1Q1CTRL/LLN0$STAT1,15000,231,4,4,abnormal
01:0c:cd:01:00:02,12,105,D1Q1CTRL/LLN0$TRIP1,15000,230,4,3,abnormal
01:0c:cd:01:00:03,44,105,E1Q1CTRL/LLN0$TRIP1,15000,230,4,3,abnormal
01:0c:cd:01:00:04,89,106,E1Q2CTRL/LLN0$STAT1,15000,231,4,4,abnormal
01:0c:cd:01:00:05,96,105,E1Q2CTRL/LLN0$TRIP1,15000,230,4,3,abnormal
01:0c:cd:01:00:06,32,106,E1Q3CTRL/LLN0$STAT1,15000,231,4,4,abnormal
01:0c:cd:01:00:07,71,105,E1Q3CTRL/LLN0$TRIP1,15000,230,4,3,abnormal
01:0c:cd:01:00:02,12,105,D1Q1CTRL/LLN0$TRIP1,1500,231,0,3,abnormal
01:0c:cd:01:00:01,56,106,D1Q1CTRL/LLN0$STAT1,1500,232,0,4,abnormal
01:0c:cd:01:00:03,44,105,E1Q1CTRL/LLN0$TRIP1,1500,231,0,3,abnormal
01:0c:cd:01:00:01,56,106,D1Q1CTRL/LLN0$STAT1,1500,232,1,4,abnormal
01:0c:cd:01:00:02,12,105,D1Q1CTRL/LLN0$TRIP1,1500,231,1,3,abnormal
01:0c:cd:01:00:03,44,105,E1Q1CTRL/LLN0$TRIP1,1500,231,1,3,abnormal
01:0c:cd:01:00:01,56,106,D1Q1CTRL/LLN0$STAT1,1500,232,2,4,abnormal
01:0c:cd:01:00:02,12,105,D1Q1CTRL/LLN0$TRIP1,1500,231,2,3,abnormal
01:0c:cd:01:00:05,96,105,E1Q2CTRL/LLN0$TRIP1,1500,231,0,3,abnormal
01:0c:cd:01:00:04,89,106,E1Q2CTRL/LLN0$STAT1,1500,232,0,4,abnormal
01:0c:cd:01:00:08,38,106,E1Q4CTRL/LLN0$STAT1,15000,228,5,4,abnormal
01:0c:cd:01:00:09,72,105,E1Q4CTRL/LLN0$TRIP1,15000,227,5,3,abnormal
01:0c:cd:01:00:03,44,105,E1Q1CTRL/LLN0$TRIP1,1500,231,2,3,abnormal
01:0c:cd:01:00:01,56,106,D1Q1CTRL/LLN0$STAT1,15000,232,3,4,abnormal
01:0c:cd:01:00:02,12,105,D1Q1CTRL/LLN0$TRIP1,15000,231,3,3,abnormal
01:0c:cd:01:00:04,89,106,E1Q2CTRL/LLN0$STAT1,1500,232,1,4,abnormal
01:0c:cd:01:00:05,96,105,E1Q2CTRL/LLN0$TRIP1,1500,231,1,3,abnormal
01:0c:cd:01:00:07,71,105,E1Q3CTRL/LLN0$TRIP1,1500,231,0,3,abnormal
01:0c:cd:01:00:06,32,106,E1Q3CTRL/LLN0$STAT1,1500,232,0,4,abnormal
01:0c:cd:01:00:03,44,105,E1Q1CTRL/LLN0$TRIP1,15000,231,3,3,abnormal
01:0c:cd:01:00:04,89,106,E1Q2CTRL/LLN0$STAT1,1500,232,2,4,abnormal
01:0c:cd:01:00:05,96,105,E1Q2CTRL/LLN0$TRIP1,1500,231,2,3,abnormal
01:0c:cd:01:00:06,32,106,E1Q3CTRL/LLN0$STAT1,1500,232,1,4,abnormal
01:0c:cd:01:00:07,71,105,E1Q3CTRL/LLN0$TRIP1,1500,231,1,3,abnormal
01:0c:cd:01:00:04,89,106,E1Q2CTRL/LLN0$STAT1,15000,232,3,4,abnormal
01:0c:cd:01:00:05,96,105,E1Q2CTRL/LLN0$TRIP1,15000,231,3,3,abnormal
01:0c:cd:01:00:06,32,106,E1Q3CTRL/LLN0$STAT1,1500,232,2,4,abnormal
01:0c:cd:01:00:07,71,105,E1Q3CTRL/LLN0$TRIP1,1500,231,2,3,abnormal
01:0c:cd:01:00:06,32,106,E1Q3CTRL/LLN0$STAT1,15000,232,3,4,abnormal
01:0c:cd:01:00:07,71,105,E1Q3CTRL/LLN0$TRIP1,15000,231,3,3,abnormal
01:0c:cd:01:00:09,72,105,E1Q4CTRL/LLN0$TRIP1,1500,228,0,3,abnormal
01:0c:cd:01:00:08,38,106,E1Q4CTRL/LLN0$STAT1,1500,229,0,4,abnormal
01:0c:cd:01:00:08,38,106,E1Q4CTRL/LLN0$STAT1,1500,229,1,4,abnormal
01:0c:cd:01:00:09,72,105,E1Q4CTRL/LLN0$TRIP1,1500,228,1,3,abnormal
01:0c:cd:01:00:08,38,106,E1Q4CTRL/LLN0$STAT1,1500,229,2,4,abnormal
01:0c:cd:01:00:09,72,105,E1Q4CTRL/LLN0$TRIP1,1500,228,2,3,abnormal
01:0c:cd:01:00:08,38,106,E1Q4CTRL/LLN0$STAT1,15000,229,3,4,abnormal
01:0c:cd:01:00:09,72,105,E1Q4CTRL/LLN0$TRIP1,15000,228,3,3,abnormal
01:0c:cd:01:00:01,56,106,D1Q1CTRL/LLN0$STAT1,15000,232,4,4,abnormal
01:0c:cd:01:00:02,12,105,D1Q1CTRL/LLN0$TRIP1,15000,231,4,3,abnormal
01:0c:cd:01:00:03,44,105,E1Q1CTRL/LLN0$TRIP1,15000,231,4,3,abnormal
01:0c:cd:01:00:04,89,106,E1Q2CTRL/LLN0$STAT1,15000,232,4,4,abnormal
01:0c:cd:01:00:05,96,105,E1Q2CTRL/LLN0$TRIP1,15000,231,4,3,abnormal
01:0c:cd:01:00:06,32,106,E1Q3CTRL/LLN0$STAT1,15000,232,4,4,abnormal
01:0c:cd:01:00:07,71,105,E1Q3CTRL/LLN0$TRIP1,15000,231,4,3,abnormal
01:0c:cd:01:00:08,38,106,E1Q4CTRL/LLN0$STAT1,15000,229,4,4,abnormal
01:0c:cd:01:00:09,72,105,E1Q4CTRL/LLN0$TRIP1,15000,228,4,3,abnormal
01:0c:cd:01:00:01,56,106,D1Q1CTRL/LLN0$STAT1,15000,232,5,4,abnormal
01:0c:cd:01:00:02,12,105,D1Q1CTRL/LLN0$TRIP1,15000,231,5,3,abnormal
01:0c:cd:01:00:03,44,105,E1Q1CTRL/LLN0$TRIP1,15000,231,5,3,abnormal
01:0c:cd:01:00:04,89,106,E1Q2CTRL/LLN0$STAT1,15000,232,5,4,abnormal
01:0c:cd:01:00:05,96,105,E1Q2CTRL/LLN0$TRIP1,15000,231,5,3,abnormal
01:0c:cd:01:00:06,32,106,E1Q3CTRL/LLN0$STAT1,15000,232,5,4,abnormal
01:0c:cd:01:00:07,71,105,E1Q3CTRL/LLN0$TRIP1,15000,231,5,3,abnormal
01:0c:cd:01:00:09,72,105,E1Q4CTRL/LLN0$TRIP1,1500,229,0,3,abnormal
01:0c:cd:01:00:08,38,106,E1Q4CTRL/LLN0$STAT1,1500,230,0,4,abnormal
01:0c:cd:01:00:02,12,105,D1Q1CTRL/LLN0$TRIP1,1500,232,0,3,abnormal
01:0c:cd:01:00:01,56,106,D1Q1CTRL/LLN0$STAT1,1500,233,0,4,abnormal
01:0c:cd:01:00:08,38,106,E1Q4CTRL/LLN0$STAT1,1500,230,1,4,abnormal
01:0c:cd:01:00:09,72,105,E1Q4CTRL/LLN0$TRIP1,1500,229,1,3,abnormal
01:0c:cd:01:00:03,44,105,E1Q1CTRL/LLN0$TRIP1,1500,232,0,3,abnormal
01:0c:cd:01:00:01,56,106,D1Q1CTRL/LLN0$STAT1,1500,233,1,4,abnormal
01:0c:cd:01:00:02,12,105,D1Q1CTRL/LLN0$TRIP1,1500,232,1,3,abnormal
01:0c:cd:01:00:08,38,106,E1Q4CTRL/LLN0$STAT1,1500,230,2,4,abnormal
01:0c:cd:01:00:09,72,105,E1Q4CTRL/LLN0$TRIP1,1500,229,2,3,abnormal
01:0c:cd:01:00:03,44,105,E1Q1CTRL/LLN0$TRIP1,1500,232,1,3,abnormal
01:0c:cd:01:00:01,56,106,D1Q1CTRL/LLN0$STAT1,1500,233,2,4,abnormal
01:0c:cd:01:00:02,12,105,D1Q1CTRL/LLN0$TRIP1,1500,232,2,3,abnormal
01:0c:cd:01:00:05,96,105,E1Q2CTRL/LLN0$TRIP1,1500,232,0,3,abnormal
01:0c:cd:01:00:04,89,106,E1Q2CTRL/LLN0$STAT1,1500,233,0,4,abnormal
01:0c:cd:01:00:08,38,106,E1Q4CTRL/LLN0$STAT1,15000,230,3,4,abnormal
01:0c:cd:01:00:09,72,105,E1Q4CTRL/LLN0$TRIP1,15000,229,3,3,abnormal
01:0c:cd:01:00:03,44,105,E1Q1CTRL/LLN0$TRIP1,1500,232,2,3,abnormal
01:0c:cd:01:00:01,56,106,D1Q1CTRL/LLN0$STAT1,15000,233,3,4,abnormal
01:0c:cd:01:00:02,12,105,D1Q1CTRL/LLN0$TRIP1,15000,232,3,3,abnormal
01:0c:cd:01:00:04,89,106,E1Q2CTRL/LLN0$STAT1,1500,233,1,4,abnormal
