Distination,Goose_pkt_identifi,Goose_pkt_length,Goose_pkt_datSet,Goose_pkt_TimeAllowTolive,Goose_pkt_stNum,Goose_pkt_sqNum,Goose_pkt_Data_bit_string,Label
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,15000,161,4,3,normal
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,15000,161,4,4,normal
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,15000,160,4,3,normal
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,15000,161,4,3,normal
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,1500,161,0,3,normal
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,1500,162,0,4,normal
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,1500,162,1,4,normal
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,1500,161,1,3,normal
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,1500,162,2,4,normal
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,1500,161,2,3,normal
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,15000,162,4,4,normal
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,15000,161,4,3,normal
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,15000,162,5,4,normal
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,15000,161,5,3,normal
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,15000,162,3,4,normal
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,15000,161,3,3,normal
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,15000,161,5,3,normal
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,1500,162,0,3,normal
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,1500,163,0,4,normal
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,1500,163,1,4,normal
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,1500,162,1,3,normal
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,1500,163,2,4,normal
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,1500,162,2,3,normal
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,15000,162,5,4,normal
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,15000,161,5,3,normal
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,15000,163,3,4,normal
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,15000,162,3,3,normal
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,15000,162,4,4,normal
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,15000,161,4,3,normal
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,1500,162,0,3,normal
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,1500,162,1,3,normal
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,1500,162,2,3,normal
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,15000,162,3,3,normal
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,1500,162,0,3,normal
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,1500,163,0,4,normal
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,1500,163,1,4,normal
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,1500,162,1,3,normal
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,1500,163,2,4,normal
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,1500,162,2,3,normal
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,15000,163,3,4,normal
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,15000,162,3,3,normal
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,15000,163,4,4,normal
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,15000,162,4,3,normal
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,15000,162,5,4,normal
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,15000,161,5,3,normal
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,15000,162,4,3,normal
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,1500,163,0,3,normal
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,1500,164,0,4,normal
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,1500,162,0,3,normal
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,1500,163,0,4,normal
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,1500,164,1,4,normal
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,1500,163,1,3,normal
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,1500,163,1,4,normal
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,1500,162,1,3,normal
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,1500,164,2,4,normal
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,1500,163,2,3,normal
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,1500,163,2,4,normal
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,1500,162,2,3,normal
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,15000,163,4,4,normal
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,15000,162,4,3,normal
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,15000,164,3,4,normal
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,15000,163,3,3,normal
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,15000,163,3,4,normal
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,15000,162,3,3,normal
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,1500,163,0,3,normal
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,1500,163,1,3,normal
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,1500,163,2,3,normal
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,15000,163,3,3,normal
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,1500,163,0,3,normal
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,1500,164,0,4,normal
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,1500,164,1,4,normal
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,1500,163,1,3,normal
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,1500,164,2,4,normal
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,1500,163,2,3,normal
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,15000,164,3,4,normal
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,15000,163,3,3,normal
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,15000,164,4,4,normal
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,15000,163,4,3,normal
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,15000,163,4,4,normal
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,15000,162,4,3,normal
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,15000,163,4,3,normal
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,1500,163,0,3,normal
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,1500,164,0,4,normal
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,1500,164,1,4,normal
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,1500,163,1,3,normal
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,1500,164,2,4,normal
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,1500,163,2,3,normal
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,15000,164,4,4,normal
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,15000,163,4,3,normal
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,15000,164,5,4,normal
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,15000,163,5,3,normal
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,15000,164,3,4,normal
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,15000,163,3,3,normal
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,15000,163,5,3,normal
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,1500,164,0,3,normal
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,1500,165,0,4,normal
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,1500,165,1,4,normal
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,1500,164,1,3,normal
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,1500,165,2,4,normal
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,1500,164,2,3,normal
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,15000,164,5,4,normal
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,15000,163,5,3,normal
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,15000,165,3,4,normal
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,15000,164,3,3,normal
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,15000,164,4,4,normal
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,15000,163,4,3,normal
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,1500,164,0,3,normal
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,1500,164,1,3,normal
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,1500,164,2,3,normal
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,15000,164,3,3,normal
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,1500,164,0,3,normal
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,1500,165,0,4,normal
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,1500,165,1,4,normal
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,1500,164,1,3,normal
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,1500,165,2,4,normal
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,1500,164,2,3,normal
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,15000,165,3,4,normal
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,15000,164,3,3,normal
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,15000,165,4,4,normal
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,15000,164,4,3,normal
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,15000,164,5,4,normal
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,15000,163,5,3,normal
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,15000,164,4,3,normal
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,1500,165,0,3,normal
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,1500,166,0,4,normal
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,1500,164,0,3,normal
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,1500,165,0,4,normal
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,1500,165,1,3,normal
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,1500,166,1,4,normal
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,1500,165,1,4,normal
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,1500,164,1,3,normal
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,1500,165,2,3,normal
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,1500,166,2,4,normal
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,1500,165,2,4,normal
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,1500,164,2,3,normal
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,15000,165,4,4,normal
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,15000,164,4,3,normal
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,15000,165,3,3,normal
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,15000,166,3,4,normal
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,15000,165,3,4,normal
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,15000,164,3,3,normal
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,1500,165,0,3,normal
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,1500,165,1,3,normal
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,1500,165,2,3,normal
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,15000,165,3,3,normal
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,1500,165,0,3,normal
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,1500,166,0,4,normal
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,1500,166,1,4,normal
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,1500,165,1,3,normal
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,1500,166,2,4,normal
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,1500,165,2,3,normal
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,15000,166,3,4,normal
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,15000,165,3,3,normal
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,15000,165,4,3,normal
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,15000,166,4,4,normal
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,15000,165,4,4,normal
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,15000,164,4,3,normal
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,15000,165,4,3,normal
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,1500,165,0,3,normal
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,1500,166,0,4,normal
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,1500,166,1,4,normal
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,1500,165,1,3,normal
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,1500,166,2,4,normal
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,1500,165,2,3,normal
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,15000,166,4,4,normal
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,15000,165,4,3,normal
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,15000,165,5,3,normal
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,15000,166,5,4,normal
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,15000,166,3,4,normal
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,15000,165,3,3,normal
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,15000,165,5,3,normal
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,1500,166,0,3,normal
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,1500,167,0,4,normal
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,1500,167,1,4,normal
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,1500,166,1,3,normal
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,1500,167,2,4,normal
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,1500,166,2,3,normal
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,15000,166,5,4,normal
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,15000,165,5,3,normal
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,15000,167,3,4,normal
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,15000,166,3,3,normal
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,15000,166,4,4,normal
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,15000,165,4,3,normal
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,1500,166,0,3,normal
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,1500,166,1,3,normal
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,1500,166,2,3,normal
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,15000,166,3,3,normal
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,1500,166,0,3,normal
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,1500,167,0,4,normal
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,1500,167,1,4,normal
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,1500,166,1,3,normal
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,1500,167,2,4,normal
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,1500,166,2,3,normal
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,15000,167,3,4,normal
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,15000,166,3,3,normal
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,15000,167,4,4,normal
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,15000,166,4,3,normal
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,15000,166,5,4,normal
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,15000,165,5,3,normal
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,15000,166,4,3,normal
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,1500,167,0,3,normal
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,1500,168,0,4,normal
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,1500,166,0,3,normal
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,1500,167,0,4,normal
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,1500,168,1,4,normal
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,1500,167,1,3,normal
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,1500,167,1,4,normal
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,1500,166,1,3,normal
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,1500,168,2,4,normal
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,1500,167,2,3,normal
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,1500,167,2,4,normal
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,1500,166,2,3,normal
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,15000,167,4,4,normal
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,15000,166,4,3,normal
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,15000,168,3,4,normal
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,15000,167,3,3,normal
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,15000,167,3,4,normal
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,15000,166,3,3,normal
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,1500,167,0,3,normal
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,1500,167,1,3,normal
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,1500,167,2,3,normal
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,15000,167,3,3,normal
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,1500,167,0,3,normal
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,1500,168,0,4,normal
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,1500,168,1,4,normal
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,1500,167,1,3,normal
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,1500,168,2,4,normal
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,1500,167,2,3,normal
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,15000,168,3,4,normal
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,15000,167,3,3,normal
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,15000,168,4,4,normal
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,15000,167,4,3,normal
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,15000,167,4,4,normal
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,15000,166,4,3,normal
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,15000,167,4,3,normal
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,1500,167,0,3,normal
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,1500,168,0,4,normal
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,1500,168,1,4,normal
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,1500,167,1,3,normal
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,1500,168,2,4,normal
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,1500,167,2,3,normal
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,15000,168,4,4,normal
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,15000,167,4,3,normal
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,15000,168,5,4,normal
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,15000,167,5,3,normal
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,15000,168,3,4,normal
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,15000,167,3,3,normal
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,15000,167,5,3,normal
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,1500,168,0,3,normal
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,1500,169,0,4,normal
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,1500,169,1,4,normal
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,1500,168,1,3,normal
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,1500,169,2,4,normal
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,1500,168,2,3,normal
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,15000,168,5,4,normal
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,15000,167,5,3,normal
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,15000,169,3,4,normal
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,15000,168,3,3,normal
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,15000,168,4,4,normal
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,15000,167,4,3,normal
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,1500,168,0,3,normal
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,1500,168,1,3,normal
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,1500,168,2,3,normal
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,15000,168,3,3,normal
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,1500,168,0,3,normal
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,1500,169,0,4,normal
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,1500,169,1,4,normal
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,1500,168,1,3,normal
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,1500,169,2,4,normal
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,1500,168,2,3,normal
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,15000,169,3,4,normal
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,15000,168,3,3,normal
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,15000,169,4,4,normal
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,15000,168,4,3,normal
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,15000,168,5,4,normal
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,15000,167,5,3,normal
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,15000,168,4,3,normal
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,1500,169,0,3,normal
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,1500,170,0,4,normal
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,1500,168,0,3,normal
