Distination,appid,len,path,t,state,seq,data_cnt
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,4662.113000035286,374,4,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,4670.1449999809265,375,0,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,4670.1449999809265,376,0,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,4670.256000041962,374,0,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,4670.256000041962,375,0,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,4670.1449999809265,376,1,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,4670.1449999809265,375,1,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,4670.256000041962,375,1,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,4670.256000041962,374,1,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,4670.1449999809265,376,2,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,4670.1449999809265,375,2,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,4670.256000041962,375,2,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,4670.256000041962,374,2,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,4664.756999969482,375,4,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,4664.756999969482,374,4,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,4670.1449999809265,376,3,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,4670.1449999809265,375,3,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,4670.256000041962,375,3,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,4670.256000041962,374,3,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,4672.114000082016,375,0,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,4672.114000082016,375,1,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,4672.114000082016,375,2,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,4672.114000082016,375,3,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,4674.756999969482,375,0,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,4674.756999969482,376,0,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,4674.756999969482,376,1,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,4674.756999969482,375,1,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,4674.756999969482,376,2,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,4674.756999969482,375,2,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,4674.756999969482,376,3,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,4674.756999969482,375,3,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,4670.1449999809265,376,4,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,4670.1449999809265,375,4,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,4670.256000041962,375,4,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,4670.256000041962,374,4,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,4672.114000082016,375,4,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,4680.256000041962,375,0,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,4680.256000041962,376,0,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,4680.256000041962,376,1,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,4680.256000041962,375,1,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,4680.256000041962,376,2,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,4680.256000041962,375,2,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,4674.756999969482,376,4,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,4674.756999969482,375,4,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,4670.1449999809265,376,5,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,4670.1449999809265,375,5,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,4680.256000041962,376,3,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,4680.256000041962,375,3,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,4672.114000082016,375,5,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,4685.1449999809265,376,0,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,4685.146000027657,377,0,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,4685.146000027657,377,1,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,4685.1449999809265,376,1,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,4685.146000027657,377,2,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,4685.1449999809265,376,2,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,4674.756999969482,376,5,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,4674.756999969482,375,5,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,4685.146000027657,377,3,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,4685.1449999809265,376,3,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,4680.256000041962,376,4,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,4680.256000041962,375,4,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,4687.114000082016,376,0,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,4687.114000082016,376,1,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,4687.114000082016,376,2,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,4687.114000082016,376,3,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,4689.756999969482,376,0,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,4689.756999969482,377,0,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,4689.756999969482,377,1,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,4689.756999969482,376,1,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,4689.756999969482,377,2,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,4689.756999969482,376,2,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,4689.756999969482,377,3,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,4689.756999969482,376,3,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,4685.146000027657,377,4,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,4685.1449999809265,376,4,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,4680.256000041962,376,5,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,4680.256000041962,375,5,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,4687.114000082016,376,4,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,4695.146000027657,377,0,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,4695.146000027657,378,0,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,4695.256000041962,376,0,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,4695.256000041962,377,0,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,4695.146000027657,378,1,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,4695.146000027657,377,1,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,4695.256000041962,377,1,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,4695.256000041962,376,1,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,4695.146000027657,378,2,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,4695.146000027657,377,2,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,4695.256000041962,377,2,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,4695.256000041962,376,2,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,4689.756999969482,377,4,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,4689.756999969482,376,4,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,4695.146000027657,378,3,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,4695.146000027657,377,3,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,4695.256000041962,377,3,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,4695.256000041962,376,3,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,4697.114000082016,377,0,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,4697.114000082016,377,1,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,4697.114000082016,377,2,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,4697.114000082016,377,3,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,4699.756999969482,377,0,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,4699.756999969482,378,0,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,4699.756999969482,378,1,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,4699.756999969482,377,1,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,4699.756999969482,378,2,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,4699.756999969482,377,2,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,4699.756999969482,378,3,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,4699.756999969482,377,3,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,4695.146000027657,378,4,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,4695.146000027657,377,4,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,4695.256000041962,377,4,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,4695.256000041962,376,4,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,4697.114000082016,377,4,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,4705.256000041962,377,0,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,4705.256000041962,378,0,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,4705.256000041962,378,1,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,4705.256000041962,377,1,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,4705.256000041962,378,2,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,4705.256000041962,377,2,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,4699.756999969482,378,4,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,4699.756999969482,377,4,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,4695.146000027657,378,5,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,4695.146000027657,377,5,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,4705.256000041962,378,3,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,4705.256000041962,377,3,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,4697.114000082016,377,5,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,4710.146000027657,378,0,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,4710.146000027657,379,0,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,4710.146000027657,379,1,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,4710.146000027657,378,1,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,4710.146000027657,379,2,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,4710.146000027657,378,2,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,4699.756999969482,378,5,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,4699.756999969482,377,5,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,4710.146000027657,379,3,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,4710.146000027657,378,3,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,4705.256000041962,378,4,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,4705.256000041962,377,4,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,4712.115000009537,378,0,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,4712.115000009537,378,1,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,4712.115000009537,378,2,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,4712.115000009537,378,3,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,4714.756999969482,378,0,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,4714.756999969482,379,0,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,4714.756999969482,379,1,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,4714.756999969482,378,1,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,4714.756999969482,379,2,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,4714.756999969482,378,2,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,4714.756999969482,379,3,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,4714.756999969482,378,3,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,4710.146000027657,379,4,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,4710.146000027657,378,4,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,4705.256000041962,378,5,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,4705.256000041962,377,5,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,4712.115000009537,378,4,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,4720.146000027657,379,0,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,4720.146000027657,380,0,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,4720.256999969482,378,0,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,4720.256999969482,379,0,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,4720.146000027657,380,1,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,4720.146000027657,379,1,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,4720.256999969482,379,1,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,4720.256999969482,378,1,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,4720.146000027657,380,2,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,4720.146000027657,379,2,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,4714.756999969482,379,4,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,4714.756999969482,378,4,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,4720.256999969482,379,2,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,4720.256999969482,378,2,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,4720.146000027657,380,3,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,4720.146000027657,379,3,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,4720.256999969482,379,3,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,4720.256999969482,378,3,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,4722.115000009537,379,0,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,4722.115000009537,379,1,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,4722.115000009537,379,2,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,4722.115000009537,379,3,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,4724.7580000162125,379,0,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,4724.7580000162125,380,0,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,4724.7580000162125,380,1,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,4724.7580000162125,379,1,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,4724.7580000162125,380,2,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,4724.7580000162125,379,2,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,4724.7580000162125,380,3,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,4724.7580000162125,379,3,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,4720.146000027657,380,4,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,4720.146000027657,379,4,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,4720.256999969482,379,4,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,4720.256999969482,378,4,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,4722.115000009537,379,4,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,4730.256999969482,379,0,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,4730.256999969482,380,0,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,4730.256999969482,380,1,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,4730.256999969482,379,1,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,4730.256999969482,380,2,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,4730.256999969482,379,2,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,4724.7580000162125,380,4,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,4724.7580000162125,379,4,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,4720.146000027657,380,5,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,4720.146000027657,379,5,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,4730.256999969482,380,3,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,4730.256999969482,379,3,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,4722.115000009537,379,5,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,4735.146000027657,380,0,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,4735.146000027657,381,0,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,4735.146000027657,381,1,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,4735.146000027657,380,1,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,4735.146000027657,381,2,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,4735.146000027657,380,2,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,4724.7580000162125,380,5,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,4724.7580000162125,379,5,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,4735.146000027657,381,3,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,4735.146000027657,380,3,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,4730.256999969482,380,4,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,4730.256999969482,379,4,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,4737.115000009537,380,0,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,4737.115000009537,380,1,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,4737.115000009537,380,2,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,4737.115000009537,380,3,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,4739.7580000162125,380,0,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,4739.7580000162125,381,0,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,4739.7580000162125,381,1,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,4739.7580000162125,380,1,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,4739.7580000162125,381,2,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,4739.7580000162125,380,2,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,4739.7580000162125,381,3,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,4739.7580000162125,380,3,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,4735.146000027657,381,4,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,4735.146000027657,380,4,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,4730.256999969482,380,5,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,4730.256999969482,379,5,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,4737.115000009537,380,4,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,4745.146000027657,381,0,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,4745.146000027657,382,0,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,4745.256999969482,380,0,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,4745.256999969482,381,0,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,4745.146000027657,382,1,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,4745.146000027657,381,1,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,4745.256999969482,381,1,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,4745.256999969482,380,1,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,4745.146000027657,382,2,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,4745.146000027657,381,2,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,4745.256999969482,381,2,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,4745.256999969482,380,2,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,4739.7580000162125,381,4,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,4739.7580000162125,380,4,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,4745.146000027657,382,3,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,4745.146000027657,381,3,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,4745.256999969482,381,3,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,4745.256999969482,380,3,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,4747.115000009537,381,0,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,4747.115000009537,381,1,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,4747.115000009537,381,2,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,4747.115000009537,381,3,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,4749.7580000162125,381,0,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,4749.7580000162125,382,0,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,4749.7580000162125,382,1,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,4749.7580000162125,381,1,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,4749.7580000162125,382,2,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,4749.7580000162125,381,2,1
01:0c:cd:01:00:04,4,105,E1Q2CTRL/LLN0$STAT,4749.7580000162125,382,3,1
01:0c:cd:01:00:05,5,104,E1Q2CTRL/LLN0$TRIP,4749.7580000162125,381,3,1
01:0c:cd:01:00:01,1,105,D1Q1CTRL/LLN0$STAT,4745.146000027657,382,4,1
01:0c:cd:01:00:02,2,104,D1Q1CTRL/LLN0$TRIP,4745.146000027657,381,4,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,4745.256999969482,381,4,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,4745.256999969482,380,4,1
01:0c:cd:01:00:03,3,104,E1Q1CTRL/LLN0$TRIP,4747.115000009537,381,4,1
01:0c:cd:01:00:07,7,104,E1Q3CTRL/LLN0$TRIP,4755.256999969482,381,0,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,4755.256999969482,382,0,1
01:0c:cd:01:00:06,6,105,E1Q3CTRL/LLN0$STAT,4755.256999969482,382,1,1
