Distination,appid,len,path,t,state,seq,data_cnt
01:0c:cd:01:00:07,7,103,E1Q3CTRL/LLN0$TRIP,995.1480000019073,80,1,1
01:0c:cd:01:00:01,1,104,D1Q1CTRL/LLN0$STAT,995.0260000228882,82,2,1
01:0c:cd:01:00:02,2,103,D1Q1CTRL/LLN0$TRIP,995.0260000228882,81,2,1
01:0c:cd:01:00:04,4,104,E1Q2CTRL/LLN0$STAT,989.6449999809265,81,4,1
01:0c:cd:01:00:05,5,103,E1Q2CTRL/LLN0$TRIP,989.6449999809265,80,4,1
01:0c:cd:01:00:06,6,104,E1Q3CTRL/LLN0$STAT,995.1480000019073,81,2,1
01:0c:cd:01:00:07,7,103,E1Q3CTRL/LLN0$TRIP,995.1480000019073,80,2,1
01:0c:cd:01:00:01,1,104,D1Q1CTRL/LLN0$STAT,995.0260000228882,82,3,1
01:0c:cd:01:00:02,2,103,D1Q1CTRL/LLN0$TRIP,995.0260000228882,81,3,1
01:0c:cd:01:00:06,6,104,E1Q3CTRL/LLN0$STAT,995.1480000019073,81,3,1
01:0c:cd:01:00:07,7,103,E1Q3CTRL/LLN0$TRIP,995.1480000019073,80,3,1
01:0c:cd:01:00:03,3,103,E1Q1CTRL/LLN0$TRIP,996.9930000305176,81,0,1
01:0c:cd:01:00:03,3,103,E1Q1CTRL/LLN0$TRIP,996.9930000305176,81,1,1
01:0c:cd:01:00:03,3,103,E1Q1CTRL/LLN0$TRIP,996.9930000305176,81,2,1
01:0c:cd:01:00:03,3,103,E1Q1CTRL/LLN0$TRIP,996.9930000305176,81,3,1
01:0c:cd:01:00:05,5,103,E1Q2CTRL/LLN0$TRIP,999.6449999809265,81,0,1
01:0c:cd:01:00:04,4,104,E1Q2CTRL/LLN0$STAT,999.6449999809265,82,0,1
01:0c:cd:01:00:04,4,104,E1Q2CTRL/LLN0$STAT,999.6449999809265,82,1,1
01:0c:cd:01:00:05,5,103,E1Q2CTRL/LLN0$TRIP,999.6449999809265,81,1,1
01:0c:cd:01:00:04,4,104,E1Q2CTRL/LLN0$STAT,999.6449999809265,82,2,1
01:0c:cd:01:00:05,5,103,E1Q2CTRL/LLN0$TRIP,999.6449999809265,81,2,1
01:0c:cd:01:00:04,4,104,E1Q2CTRL/LLN0$STAT,999.6449999809265,82,3,1
01:0c:cd:01:00:05,5,103,E1Q2CTRL/LLN0$TRIP,999.6449999809265,81,3,1
01:0c:cd:01:00:01,1,104,D1Q1CTRL/LLN0$STAT,995.0260000228882,82,4,1
01:0c:cd:01:00:02,2,103,D1Q1CTRL/LLN0$TRIP,995.0260000228882,81,4,1
01:0c:cd:01:00:06,6,104,E1Q3CTRL/LLN0$STAT,995.1480000019073,81,4,1
01:0c:cd:01:00:07,7,103,E1Q3CTRL/LLN0$TRIP,995.1480000019073,80,4,1
01:0c:cd:01:00:03,3,103,E1Q1CTRL/LLN0$TRIP,996.9930000305176,81,4,1
01:0c:cd:01:00:07,7,103,E1Q3CTRL/LLN0$TRIP,1005.1480000019073,81,0,1
01:0c:cd:01:00:06,6,104,E1Q3CTRL/LLN0$STAT,1005.1480000019073,82,0,1
01:0c:cd:01:00:06,6,104,E1Q3CTRL/LLN0$STAT,1005.1480000019073,82,1,1
01:0c:cd:01:00:07,7,103,E1Q3CTRL/LLN0$TRIP,1005.1480000019073,81,1,1
01:0c:cd:01:00:04,4,104,E1Q2CTRL/LLN0$STAT,999.6449999809265,82,4,1
01:0c:cd:01:00:05,5,103,E1Q2CTRL/LLN0$TRIP,999.6449999809265,81,4,1
01:0c:cd:01:00:06,6,104,E1Q3CTRL/LLN0$STAT,1005.1480000019073,82,2,1
01:0c:cd:01:00:07,7,103,E1Q3CTRL/LLN0$TRIP,1005.1480000019073,81,2,1
01:0c:cd:01:00:01,1,104,D1Q1CTRL/LLN0$STAT,995.0260000228882,82,5,1
01:0c:cd:01:00:02,2,103,D1Q1CTRL/LLN0$TRIP,995.0260000228882,81,5,1
01:0c:cd:01:00:06,6,104,E1Q3CTRL/LLN0$STAT,1005.1480000019073,82,3,1
01:0c:cd:01:00:07,7,103,E1Q3CTRL/LLN0$TRIP,1005.1480000019073,81,3,1
01:0c:cd:01:00:03,3,103,E1Q1CTRL/LLN0$TRIP,996.9930000305176,81,5,1
01:0c:cd:01:00:02,2,103,D1Q1CTRL/LLN0$TRIP,1010.0260000228882,82,0,1
01:0c:cd:01:00:01,1,104,D1Q1CTRL/LLN0$STAT,1010.0260000228882,83,0,1
01:0c:cd:01:00:01,1,104,D1Q1CTRL/LLN0$STAT,1010.0260000228882,83,1,1
01:0c:cd:01:00:02,2,103,D1Q1CTRL/LLN0$TRIP,1010.0260000228882,82,1,1
01:0c:cd:01:00:01,1,104,D1Q1CTRL/LLN0$STAT,1010.0260000228882,83,2,1
01:0c:cd:01:00:02,2,103,D1Q1CTRL/LLN0$TRIP,1010.0260000228882,82,2,1
01:0c:cd:01:00:04,4,104,E1Q2CTRL/LLN0$STAT,999.6449999809265,82,5,1
01:0c:cd:01:00:05,5,103,E1Q2CTRL/LLN0$TRIP,999.6449999809265,81,5,1
01:0c:cd:01:00:01,1,104,D1Q1CTRL/LLN0$STAT,1010.0260000228882,83,3,1
01:0c:cd:01:00:02,2,103,D1Q1CTRL/LLN0$TRIP,1010.0260000228882,82,3,1
01:0c:cd:01:00:06,6,104,E1Q3CTRL/LLN0$STAT,1005.1480000019073,82,4,1
01:0c:cd:01:00:07,7,103,E1Q3CTRL/LLN0$TRIP,1005.1480000019073,81,4,1
01:0c:cd:01:00:03,3,103,E1Q1CTRL/LLN0$TRIP,1011.9930000305176,82,0,1
01:0c:cd:01:00:03,3,103,E1Q1CTRL/LLN0$TRIP,1011.9930000305176,82,1,1
01:0c:cd:01:00:03,3,103,E1Q1CTRL/LLN0$TRIP,1011.9930000305176,82,2,1
01:0c:cd:01:00:03,3,103,E1Q1CTRL/LLN0$TRIP,1011.9930000305176,82,3,1
01:0c:cd:01:00:05,5,103,E1Q2CTRL/LLN0$TRIP,1014.6460000276566,82,0,1
01:0c:cd:01:00:04,4,104,E1Q2CTRL/LLN0$STAT,1014.6460000276566,83,0,1
01:0c:cd:01:00:04,4,104,E1Q2CTRL/LLN0$STAT,1014.6460000276566,83,1,1
01:0c:cd:01:00:05,5,103,E1Q2CTRL/LLN0$TRIP,1014.6460000276566,82,1,1
01:0c:cd:01:00:04,4,104,E1Q2CTRL/LLN0$STAT,1014.6460000276566,83,2,1
01:0c:cd:01:00:05,5,103,E1Q2CTRL/LLN0$TRIP,1014.6460000276566,82,2,1
01:0c:cd:01:00:04,4,104,E1Q2CTRL/LLN0$STAT,1014.6460000276566,83,3,1
01:0c:cd:01:00:05,5,103,E1Q2CTRL/LLN0$TRIP,1014.6460000276566,82,3,1
01:0c:cd:01:00:01,1,104,D1Q1CTRL/LLN0$STAT,1010.0260000228882,83,4,1
01:0c:cd:01:00:02,2,103,D1Q1CTRL/LLN0$TRIP,1010.0260000228882,82,4,1
01:0c:cd:01:00:06,6,104,E1Q3CTRL/LLN0$STAT,1005.1480000019073,82,5,1
01:0c:cd:01:00:07,7,103,E1Q3CTRL/LLN0$TRIP,1005.1480000019073,81,5,1
01:0c:cd:01:00:03,3,103,E1Q1CTRL/LLN0$TRIP,1011.9930000305176,82,4,1
01:0c:cd:01:00:02,2,103,D1Q1CTRL/LLN0$TRIP,1020.0270000696182,83,0,1
01:0c:cd:01:00:01,1,104,D1Q1CTRL/LLN0$STAT,1020.0270000696182,84,0,1
01:0c:cd:01:00:07,7,103,E1Q3CTRL/LLN0$TRIP,1020.1480000019073,82,0,1
01:0c:cd:01:00:06,6,104,E1Q3CTRL/LLN0$STAT,1020.1480000019073,83,0,1
01:0c:cd:01:00:01,1,104,D1Q1CTRL/LLN0$STAT,1020.0270000696182,84,1,1
01:0c:cd:01:00:02,2,103,D1Q1CTRL/LLN0$TRIP,1020.0270000696182,83,1,1
01:0c:cd:01:00:06,6,104,E1Q3CTRL/LLN0$STAT,1020.1480000019073,83,1,1
01:0c:cd:01:00:07,7,103,E1Q3CTRL/LLN0$TRIP,1020.1480000019073,82,1,1
01:0c:cd:01:00:01,1,104,D1Q1CTRL/LLN0$STAT,1020.0270000696182,84,2,1
01:0c:cd:01:00:02,2,103,D1Q1CTRL/LLN0$TRIP,1020.0270000696182,83,2,1
01:0c:cd:01:00:04,4,104,E1Q2CTRL/LLN0$STAT,1014.6460000276566,83,4,1
01:0c:cd:01:00:05,5,103,E1Q2CTRL/LLN0$TRIP,1014.6460000276566,82,4,1
01:0c:cd:01:00:06,6,104,E1Q3CTRL/LLN0$STAT,1020.1480000019073,83,2,1
01:0c:cd:01:00:07,7,103,E1Q3CTRL/LLN0$TRIP,1020.1480000019073,82,2,1
01:0c:cd:01:00:01,1,104,D1Q1CTRL/LLN0$STAT,1020.0270000696182,84,3,1
01:0c:cd:01:00:02,2,103,D1Q1CTRL/LLN0$TRIP,1020.0270000696182,83,3,1
01:0c:cd:01:00:06,6,104,E1Q3CTRL/LLN0$STAT,1020.1480000019073,83,3,1
01:0c:cd:01:00:07,7,103,E1Q3CTRL/LLN0$TRIP,1020.1480000019073,82,3,1
01:0c:cd:01:00:03,3,103,E1Q1CTRL/LLN0$TRIP,1021.9930000305176,83,0,1
01:0c:cd:01:00:03,3,103,E1Q1CTRL/LLN0$TRIP,1021.9930000305176,83,1,1
01:0c:cd:01:00:03,3,103,E1Q1CTRL/LLN0$TRIP,1021.9930000305176,83,2,1
01:0c:cd:01:00:03,3,103,E1Q1CTRL/LLN0$TRIP,1021.9930000305176,83,3,1
01:0c:cd:01:00:05,5,103,E1Q2CTRL/LLN0$TRIP,1024.6460000276566,83,0,1
01:0c:cd:01:00:04,4,104,E1Q2CTRL/LLN0$STAT,1024.6460000276566,84,0,1
01:0c:cd:01:00:04,4,104,E1Q2CTRL/LLN0$STAT,1024.6460000276566,84,1,1
01:0c:cd:01:00:05,5,103,E1Q2CTRL/LLN0$TRIP,1024.6460000276566,83,1,1
01:0c:cd:01:00:04,4,104,E1Q2CTRL/LLN0$STAT,1024.6460000276566,84,2,1
01:0c:cd:01:00:05,5,103,E1Q2CTRL/LLN0$TRIP,1024.6460000276566,83,2,1
01:0c:cd:01:00:04,4,104,E1Q2CTRL/LLN0$STAT,1024.6460000276566,84,3,1
01:0c:cd:01:00:05,5,103,E1Q2CTRL/LLN0$TRIP,1024.6460000276566,83,3,1
01:0c:cd:01:00:01,1,104,D1Q1CTRL/LLN0$STAT,1020.0270000696182,84,4,1
01:0c:cd:01:00:02,2,103,D1Q1CTRL/LLN0$TRIP,1020.0270000696182,83,4,1
01:0c:cd:01:00:06,6,104,E1Q3CTRL/LLN0$STAT,1020.1480000019073,83,4,1
01:0c:cd:01:00:07,7,103,E1Q3CTRL/LLN0$TRIP,1020.1480000019073,82,4,1
01:0c:cd:01:00:03,3,103,E1Q1CTRL/LLN0$TRIP,1021.9930000305176,83,4,1
01:0c:cd:01:00:07,7,103,E1Q3CTRL/LLN0$TRIP,1030.1490000486374,83,0,1
01:0c:cd:01:00:06,6,104,E1Q3CTRL/LLN0$STAT,1030.1490000486374,84,0,1
01:0c:cd:01:00:06,6,104,E1Q3CTRL/LLN0$STAT,1030.1490000486374,84,1,1
01:0c:cd:01:00:07,7,103,E1Q3CTRL/LLN0$TRIP,1030.1490000486374,83,1,1
01:0c:cd:01:00:04,4,104,E1Q2CTRL/LLN0$STAT,1024.6460000276566,84,4,1
01:0c:cd:01:00:05,5,103,E1Q2CTRL/LLN0$TRIP,1024.6460000276566,83,4,1
01:0c:cd:01:00:06,6,104,E1Q3CTRL/LLN0$STAT,1030.1490000486374,84,2,1
01:0c:cd:01:00:07,7,103,E1Q3CTRL/LLN0$TRIP,1030.1490000486374,83,2,1
01:0c:cd:01:00:01,1,104,D1Q1CTRL/LLN0$STAT,1020.0270000696182,84,5,1
01:0c:cd:01:00:02,2,103,D1Q1CTRL/LLN0$TRIP,1020.0270000696182,83,5,1
01:0c:cd:01:00:06,6,104,E1Q3CTRL/LLN0$STAT,1030.1490000486374,84,3,1
01:0c:cd:01:00:07,7,103,E1Q3CTRL/LLN0$TRIP,1030.1490000486374,83,3,1
01:0c:cd:01:00:03,3,103,E1Q1CTRL/LLN0$TRIP,1021.9930000305176,83,5,1
01:0c:cd:01:00:02,2,103,D1Q1CTRL/LLN0$TRIP,1035.0270000696182,84,0,1
01:0c:cd:01:00:01,1,104,D1Q1CTRL/LLN0$STAT,1035.0270000696182,85,0,1
01:0c:cd:01:00:01,1,104,D1Q1CTRL/LLN0$STAT,1035.0270000696182,85,1,1
01:0c:cd:01:00:02,2,103,D1Q1CTRL/LLN0$TRIP,1035.0270000696182,84,1,1
01:0c:cd:01:00:01,1,104,D1Q1CTRL/LLN0$STAT,1035.0270000696182,85,2,1
01:0c:cd:01:00:02,2,103,D1Q1CTRL/LLN0$TRIP,1035.0270000696182,84,2,1
01:0c:cd:01:00:04,4,104,E1Q2CTRL/LLN0$STAT,1024.6460000276566,84,5,1
01:0c:cd:01:00:05,5,103,E1Q2CTRL/LLN0$TRIP,1024.6460000276566,83,5,1
01:0c:cd:01:00:01,1,104,D1Q1CTRL/LLN0$STAT,1035.0270000696182,85,3,1
01:0c:cd:01:00:02,2,103,D1Q1CTRL/LLN0$TRIP,1035.0270000696182,84,3,1
01:0c:cd:01:00:06,6,104,E1Q3CTRL/LLN0$STAT,1030.1490000486374,84,4,1
01:0c:cd:01:00:07,7,103,E1Q3CTRL/LLN0$TRIP,1030.1490000486374,83,4,1
01:0c:cd:01:00:03,3,103,E1Q1CTRL/LLN0$TRIP,1036.9940000772476,84,0,1
01:0c:cd:01:00:03,3,103,E1Q1CTRL/LLN0$TRIP,1036.9940000772476,84,1,1
01:0c:cd:01:00:03,3,103,E1Q1CTRL/LLN0$TRIP,1036.9940000772476,84,2,1
01:0c:cd:01:00:03,3,103,E1Q1CTRL/LLN0$TRIP,1036.9940000772476,84,3,1
01:0c:cd:01:00:05,5,103,E1Q2CTRL/LLN0$TRIP,1039.6460000276566,84,0,1
01:0c:cd:01:00:04,4,104,E1Q2CTRL/LLN0$STAT,1039.6460000276566,85,0,1
01:0c:cd:01:00:04,4,104,E1Q2CTRL/LLN0$STAT,1039.6460000276566,85,1,1
01:0c:cd:01:00:05,5,103,E1Q2CTRL/LLN0$TRIP,1039.6460000276566,84,1,1
01:0c:cd:01:00:04,4,104,E1Q2CTRL/LLN0$STAT,1039.6460000276566,85,2,1
01:0c:cd:01:00:05,5,103,E1Q2CTRL/LLN0$TRIP,1039.6460000276566,84,2,1
01:0c:cd:01:00:04,4,104,E1Q2CTRL/LLN0$STAT,1039.6460000276566,85,3,1
01:0c:cd:01:00:05,5,103,E1Q2CTRL/LLN0$TRIP,1039.6460000276566,84,3,1
01:0c:cd:01:00:01,1,104,D1Q1CTRL/LLN0$STAT,1035.0270000696182,85,4,1
01:0c:cd:01:00:02,2,103,D1Q1CTRL/LLN0$TRIP,1035.0270000696182,84,4,1
01:0c:cd:01:00:06,6,104,E1Q3CTRL/LLN0$STAT,1030.1490000486374,84,5,1
01:0c:cd:01:00:07,7,103,E1Q3CTRL/LLN0$TRIP,1030.1490000486374,83,5,1
01:0c:cd:01:00:03,3,103,E1Q1CTRL/LLN0$TRIP,1036.9940000772476,84,4,1
01:0c:cd:01:00:02,2,103,D1Q1CTRL/LLN0$TRIP,1045.027999997139,85,0,1
01:0c:cd:01:00:01,1,104,D1Q1CTRL/LLN0$STAT,1045.027999997139,86,0,1
01:0c:cd:01:00:07,7,103,E1Q3CTRL/LLN0$TRIP,1045.1490000486374,84,0,1
01:0c:cd:01:00:06,6,104,E1Q3CTRL/LLN0$STAT,1045.1490000486374,85,0,1
01:0c:cd:01:00:01,1,104,D1Q1CTRL/LLN0$STAT,1045.027999997139,86,1,1
01:0c:cd:01:00:02,2,103,D1Q1CTRL/LLN0$TRIP,1045.027999997139,85,1,1
01:0c:cd:01:00:06,6,104,E1Q3CTRL/LLN0$STAT,1045.1490000486374,85,1,1
01:0c:cd:01:00:07,7,103,E1Q3CTRL/LLN0$TRIP,1045.1490000486374,84,1,1
01:0c:cd:01:00:01,1,104,D1Q1CTRL/LLN0$STAT,1045.027999997139,86,2,1
01:0c:cd:01:00:02,2,103,D1Q1CTRL/LLN0$TRIP,1045.027999997139,85,2,1
01:0c:cd:01:00:04,4,104,E1Q2CTRL/LLN0$STAT,1039.6460000276566,85,4,1
01:0c:cd:01:00:05,5,103,E1Q2CTRL/LLN0$TRIP,1039.6460000276566,84,4,1
01:0c:cd:01:00:06,6,104,E1Q3CTRL/LLN0$STAT,1045.1490000486374,85,2,1
01:0c:cd:01:00:07,7,103,E1Q3CTRL/LLN0$TRIP,1045.1490000486374,84,2,1
01:0c:cd:01:00:01,1,104,D1Q1CTRL/LLN0$STAT,1045.027999997139,86,3,1
01:0c:cd:01:00:02,2,103,D1Q1CTRL/LLN0$TRIP,1045.027999997139,85,3,1
01:0c:cd:01:00:06,6,104,E1Q3CTRL/LLN0$STAT,1045.1490000486374,85,3,1
01:0c:cd:01:00:07,7,103,E1Q3CTRL/LLN0$TRIP,1045.1490000486374,84,3,1
01:0c:cd:01:00:03,3,103,E1Q1CTRL/LLN0$TRIP,1046.9940000772476,85,0,1
01:0c:cd:01:00:03,3,103,E1Q1CTRL/LLN0$TRIP,1046.9940000772476,85,1,1
01:0c:cd:01:00:03,3,103,E1Q1CTRL/LLN0$TRIP,1046.9940000772476,85,2,1
01:0c:cd:01:00:03,3,103,E1Q1CTRL/LLN0$TRIP,1046.9940000772476,85,3,1
01:0c:cd:01:00:05,5,103,E1Q2CTRL/LLN0$TRIP,1049.6460000276566,85,0,1
01:0c:cd:01:00:04,4,104,E1Q2CTRL/LLN0$STAT,1049.6460000276566,86,0,1
01:0c:cd:01:00:04,4,104,E1Q2CTRL/LLN0$STAT,1049.6460000276566,86,1,1
01:0c:cd:01:00:05,5,103,E1Q2CTRL/LLN0$TRIP,1049.6460000276566,85,1,1
01:0c:cd:01:00:04,4,104,E1Q2CTRL/LLN0$STAT,1049.6460000276566,86,2,1
01:0c:cd:01:00:05,5,103,E1Q2CTRL/LLN0$TRIP,1049.6460000276566,85,2,1
01:0c:cd:01:00:04,4,104,E1Q2CTRL/LLN0$STAT,1049.6460000276566,86,3,1
01:0c:cd:01:00:05,5,103,E1Q2CTRL/LLN0$TRIP,1049.6460000276566,85,3,1
01:0c:cd:01:00:01,1,104,D1Q1CTRL/LLN0$STAT,1045.027999997139,86,4,1
01:0c:cd:01:00:02,2,103,D1Q1CTRL/LLN0$TRIP,1045.027999997139,85,4,1
01:0c:cd:01:00:06,6,104,E1Q3CTRL/LLN0$STAT,1045.1490000486374,85,4,1
01:0c:cd:01:00:07,7,103,E1Q3CTRL/LLN0$TRIP,1045.1490000486374,84,4,1
01:0c:cd:01:00:03,3,103,E1Q1CTRL/LLN0$TRIP,1046.9940000772476,85,4,1
01:0c:cd:01:00:07,7,103,E1Q3CTRL/LLN0$TRIP,1055.1490000486374,85,0,1
01:0c:cd:01:00:06,6,104,E1Q3CTRL/LLN0$STAT,1055.1490000486374,86,0,1
01:0c:cd:01:00:06,6,104,E1Q3CTRL/LLN0$STAT,1055.1490000486374,86,1,1
01:0c:cd:01:00:07,7,103,E1Q3CTRL/LLN0$TRIP,1055.1490000486374,85,1,1
01:0c:cd:01:00:04,4,104,E1Q2CTRL/LLN0$STAT,1049.6460000276566,86,4,1
01:0c:cd:01:00:05,5,103,E1Q2CTRL/LLN0$TRIP,1049.6460000276566,85,4,1
01:0c:cd:01:00:06,6,104,E1Q3CTRL/LLN0$STAT,1055.1490000486374,86,2,1
01:0c:cd:01:00:07,7,103,E1Q3CTRL/LLN0$TRIP,1055.1490000486374,85,2,1
01:0c:cd:01:00:01,1,104,D1Q1CTRL/LLN0$STAT,1045.027999997139,86,5,1
01:0c:cd:01:00:02,2,103,D1Q1CTRL/LLN0$TRIP,1045.027999997139,85,5,1
01:0c:cd:01:00:06,6,104,E1Q3CTRL/LLN0$STAT,1055.1490000486374,86,3,1
01:0c:cd:01:00:07,7,103,E1Q3CTRL/LLN0$TRIP,1055.1490000486374,85,3,1
01:0c:cd:01:00:03,3,103,E1Q1CTRL/LLN0$TRIP,1046.9940000772476,85,5,1
01:0c:cd:01:00:02,2,103,D1Q1CTRL/LLN0$TRIP,1060.027999997139,86,0,1
01:0c:cd:01:00:01,1,104,D1Q1CTRL/LLN0$STAT,1060.027999997139,87,0,1
01:0c:cd:01:00:01,1,104,D1Q1CTRL/LLN0$STAT,1060.027999997139,87,1,1
01:0c:cd:01:00:02,2,103,D1Q1CTRL/LLN0$TRIP,1060.027999997139,86,1,1
01:0c:cd:01:00:01,1,104,D1Q1CTRL/LLN0$STAT,1060.027999997139,87,2,1
01:0c:cd:01:00:02,2,103,D1Q1CTRL/LLN0$TRIP,1060.027999997139,86,2,1
01:0c:cd:01:00:04,4,104,E1Q2CTRL/LLN0$STAT,1049.6460000276566,86,5,1
01:0c:cd:01:00:05,5,103,E1Q2CTRL/LLN0$TRIP,1049.6460000276566,85,5,1
01:0c:cd:01:00:01,1,104,D1Q1CTRL/LLN0$STAT,1060.027999997139,87,3,1
01:0c:cd:01:00:02,2,103,D1Q1CTRL/LLN0$TRIP,1060.027999997139,86,3,1
01:0c:cd:01:00:06,6,104,E1Q3CTRL/LLN0$STAT,1055.1490000486374,86,4,1
01:0c:cd:01:00:07,7,103,E1Q3CTRL/LLN0$TRIP,1055.1490000486374,85,4,1
01:0c:cd:01:00:03,3,103,E1Q1CTRL/LLN0$TRIP,1061.9940000772476,86,0,1
01:0c:cd:01:00:03,3,103,E1Q1CTRL/LLN0$TRIP,1061.9940000772476,86,1,1
01:0c:cd:01:00:03,3,103,E1Q1CTRL/LLN0$TRIP,1061.9940000772476,86,2,1
01:0c:cd:01:00:03,3,103,E1Q1CTRL/LLN0$TRIP,1061.9940000772476,86,3,1
01:0c:cd:01:00:05,5,103,E1Q2CTRL/LLN0$TRIP,1064.6470000743866,86,0,1
01:0c:cd:01:00:04,4,104,E1Q2CTRL/LLN0$STAT,1064.6470000743866,87,0,1
01:0c:cd:01:00:04,4,104,E1Q2CTRL/LLN0$STAT,1064.6470000743866,87,1,1
01:0c:cd:01:00:05,5,103,E1Q2CTRL/LLN0$TRIP,1064.6470000743866,86,1,1
01:0c:cd:01:00:04,4,104,E1Q2CTRL/LLN0$STAT,1064.6470000743866,87,2,1
01:0c:cd:01:00:05,5,103,E1Q2CTRL/LLN0$TRIP,1064.6470000743866,86,2,1
01:0c:cd:01:00:04,4,104,E1Q2CTRL/LLN0$STAT,1064.6470000743866,87,3,1
01:0c:cd:01:00:05,5,103,E1Q2CTRL/LLN0$TRIP,1064.6470000743866,86,3,1
01:0c:cd:01:00:01,1,104,D1Q1CTRL/LLN0$STAT,1060.027999997139,87,4,1
01:0c:cd:01:00:02,2,103,D1Q1CTRL/LLN0$TRIP,1060.027999997139,86,4,1
01:0c:cd:01:00:06,6,104,E1Q3CTRL/LLN0$STAT,1055.1490000486374,86,5,1
01:0c:cd:01:00:07,7,103,E1Q3CTRL/LLN0$TRIP,1055.1490000486374,85,5,1
01:0c:cd:01:00:03,3,103,E1Q1CTRL/LLN0$TRIP,1061.9940000772476,86,4,1
01:0c:cd:01:00:02,2,103,D1Q1CTRL/LLN0$TRIP,1070.029000043869,87,0,1
01:0c:cd:01:00:01,1,104,D1Q1CTRL/LLN0$STAT,1070.029000043869,88,0,1
01:0c:cd:01:00:07,7,103,E1Q3CTRL/LLN0$TRIP,1070.1499999761581,86,0,1
01:0c:cd:01:00:06,6,104,E1Q3CTRL/LLN0$STAT,1070.1499999761581,87,0,1
01:0c:cd:01:00:01,1,104,D1Q1CTRL/LLN0$STAT,1070.029000043869,88,1,1
01:0c:cd:01:00:02,2,103,D1Q1CTRL/LLN0$TRIP,1070.029000043869,87,1,1
01:0c:cd:01:00:06,6,104,E1Q3CTRL/LLN0$STAT,1070.1499999761581,87,1,1
01:0c:cd:01:00:07,7,103,E1Q3CTRL/LLN0$TRIP,1070.1499999761581,86,1,1
01:0c:cd:01:00:01,1,104,D1Q1CTRL/LLN0$STAT,1070.029000043869,88,2,1
01:0c:cd:01:00:02,2,103,D1Q1CTRL/LLN0$TRIP,1070.029000043869,87,2,1
01:0c:cd:01:00:04,4,104,E1Q2CTRL/LLN0$STAT,1064.6470000743866,87,4,1
01:0c:cd:01:00:05,5,103,E1Q2CTRL/LLN0$TRIP,1064.6470000743866,86,4,1
01:0c:cd:01:00:06,6,104,E1Q3CTRL/LLN0$STAT,1070.1499999761581,87,2,1
01:0c:cd:01:00:07,7,103,E1Q3CTRL/LLN0$TRIP,1070.1499999761581,86,2,1
01:0c:cd:01:00:01,1,104,D1Q1CTRL/LLN0$STAT,1070.029000043869,88,3,1
01:0c:cd:01:00:02,2,103,D1Q1CTRL/LLN0$TRIP,1070.029000043869,87,3,1
01:0c:cd:01:00:06,6,104,E1Q3CTRL/LLN0$STAT,1070.1499999761581,87,3,1
01:0c:cd:01:00:07,7,103,E1Q3CTRL/LLN0$TRIP,1070.1499999761581,86,3,1
01:0c:cd:01:00:03,3,103,E1Q1CTRL/LLN0$TRIP,1071.9940000772476,87,0,1
01:0c:cd:01:00:03,3,103,E1Q1CTRL/LLN0$TRIP,1071.9940000772476,87,1,1
01:0c:cd:01:00:03,3,103,E1Q1CTRL/LLN0$TRIP,1071.9940000772476,87,2,1
01:0c:cd:01:00:03,3,103,E1Q1CTRL/LLN0$TRIP,1071.9940000772476,87,3,1
01:0c:cd:01:00:05,5,103,E1Q2CTRL/LLN0$TRIP,1074.6470000743866,87,0,1
01:0c:cd:01:00:04,4,104,E1Q2CTRL/LLN0$STAT,1074.6470000743866,88,0,1
01:0c:cd:01:00:04,4,104,E1Q2CTRL/LLN0$STAT,1074.6470000743866,88,1,1
01:0c:cd:01:00:05,5,103,E1Q2CTRL/LLN0$TRIP,1074.6470000743866,87,1,1
01:0c:cd:01:00:04,4,104,E1Q2CTRL/LLN0$STAT,1074.6470000743866,88,2,1
01:0c:cd:01:00:05,5,103,E1Q2CTRL/LLN0$TRIP,1074.6470000743866,87,2,1
01:0c:cd:01:00:04,4,104,E1Q2CTRL/LLN0$STAT,1074.6470000743866,88,3,1
01:0c:cd:01:00:05,5,103,E1Q2CTRL/LLN0$TRIP,1074.6470000743866,87,3,1
01:0c:cd:01:00:01,1,104,D1Q1CTRL/LLN0$STAT,1070.029000043869,88,4,1
01:0c:cd:01:00:02,2,103,D1Q1CTRL/LLN0$TRIP,1070.029000043869,87,4,1
01:0c:cd:01:00:06,6,104,E1Q3CTRL/LLN0$STAT,1070.1499999761581,87,4,1
01:0c:cd:01:00:07,7,103,E1Q3CTRL/LLN0$TRIP,1070.1499999761581,86,4,1
01:0c:cd:01:00:03,3,103,E1Q1CTRL/LLN0$TRIP,1071.9940000772476,87,4,1
01:0c:cd:01:00:07,7,103,E1Q3CTRL/LLN0$TRIP,1080.1499999761581,87,0,1
01:0c:cd:01:00:06,6,104,E1Q3CTRL/LLN0$STAT,1080.1499999761581,88,0,1
01:0c:cd:01:00:06,6,104,E1Q3CTRL/LLN0$STAT,1080.1499999761581,88,1,1
01:0c:cd:01:00:07,7,103,E1Q3CTRL/LLN0$TRIP,1080.1499999761581,87,1,1
01:0c:cd:01:00:06,6,104,E1Q3CTRL/LLN0$STAT,1080.1499999761581,88,2,1
01:0c:cd:01:00:07,7,103,E1Q3CTRL/LLN0$TRIP,1080.1499999761581,87,2,1
01:0c:cd:01:00:04,4,104,E1Q2CTRL/LLN0$STAT,1074.6470000743866,88,4,1
01:0c:cd:01:00:05,5,103,E1Q2CTRL/LLN0$TRIP,1074.6470000743866,87,4,1
